transaction_id,timestamp,amount,log_amount,currency,originator_account,beneficiary_account,originator_country,beneficiary_country,transaction_type,typology,is_laundering,risk_score,hour,day_of_week,is_weekend,is_business_hours,high_amount,unusual_hour,cross_border,is_round_amount,orig_tx_count,orig_total_amount,orig_avg_amount,orig_ml_rate,dataset_source
SAML_000010,2024-01-01 05:00:00,1179.876,7.074012,USD,SAML_ACC_0332,SAML_ACC_0187,CA,UK,PAYMENT,PLACEMENT,False,0.6253096461296082,5,0,False,False,False,True,True,False,10,308777.7,30877.77,0.0,saml_d
SAML_000011,2024-01-01 05:30:00,1174.4327,7.0693917,CAD,SAML_ACC_0406,SAML_ACC_0050,NL,UK,PAYMENT,STRUCTURING,False,0.3163803815841675,5,0,False,False,False,True,True,False,9,100095.18,11121.687,0.0,saml_d
SAML_000012,2024-01-01 06:00:00,4836.3936,8.484131,USD,SAML_ACC_0016,SAML_ACC_0197,UK,UK,PAYMENT,TRADE_BASED,False,0.03443899750709534,6,0,False,False,False,False,False,False,11,103964.9,9451.3545,0.1818,saml_d
SAML_000013,2024-01-01 06:30:00,64.93842,4.188721,EUR,SAML_ACC_0012,SAML_ACC_0216,UK,US,PAYMENT,INTEGRATION,False,0.10348987579345703,6,0,False,False,False,False,True,False,9,49551.46,5505.718,0.2222,saml_d
SAML_000014,2024-01-01 07:00:00,94.647964,4.560674,USD,SAML_ACC_0075,SAML_ACC_0413,DE,CA,TRANSFER,PLACEMENT,False,0.2952548861503601,7,0,False,False,False,False,True,False,8,222390.33,27798.791,0.25,saml_d
SAML_000015,2024-01-01 07:30:00,968.1867,6.876457,USD,SAML_ACC_0212,SAML_ACC_0221,DE,CA,WITHDRAWAL,TRADE_BASED,True,0.7344500422477722,7,0,False,False,False,False,True,False,16,390086.6,24380.412,0.125,saml_d
SAML_000016,2024-01-01 08:00:00,393.2076,5.9768777,USD,SAML_ACC_0179,SAML_ACC_0380,FR,FR,TRANSFER,INTEGRATION,False,0.5765595436096191,8,0,False,False,False,False,False,False,13,793084.06,61006.465,0.0769,saml_d
SAML_000017,2024-01-01 08:30:00,5588.659,8.628674,USD,SAML_ACC_0129,SAML_ACC_0090,CA,US,DEPOSIT,CASH_INTENSIVE,False,0.2320927530527115,8,0,False,False,False,False,True,False,15,317845.8,21189.72,0.0667,saml_d
SAML_000018,2024-01-01 09:00:00,484.90445,6.186012,CAD,SAML_ACC_0283,SAML_ACC_0232,DE,FR,TRANSFER,SHELL_COMPANY,False,0.014019117690622807,9,0,False,True,False,False,True,False,14,177990.88,12713.634,0.0714,saml_d
SAML_000019,2024-01-01 09:30:00,176.86604,5.1810308,CAD,SAML_ACC_0195,SAML_ACC_0323,UK,DE,DEPOSIT,IDENTITY_THEFT,False,0.343456894159317,9,0,False,True,False,False,True,False,12,98575.69,8214.641,0.1667,saml_d
SAML_000020,2024-01-01 10:00:00,55898.76,10.931315,USD,SAML_ACC_0268,SAML_ACC_0258,UK,UK,WITHDRAWAL,SHELL_COMPANY,False,0.08830578625202179,10,0,False,True,False,False,False,False,11,134430.84,12220.985,0.0,saml_d
SAML_000021,2024-01-01 10:30:00,1897.794,7.548974,USD,SAML_ACC_0030,SAML_ACC_0153,UK,FR,PAYMENT,PHANTOM_TRANSACTIONS,False,0.24785585701465607,10,0,False,True,False,False,True,False,13,159554.34,12273.411,0.1538,saml_d
SAML_000022,2024-01-01 11:00:00,3412.0085,8.135349,CAD,SAML_ACC_0009,SAML_ACC_0256,CA,NL,WITHDRAWAL,CASH_INTENSIVE,False,0.377196729183197,11,0,False,True,False,False,True,False,11,264312.8,24028.438,0.0909,saml_d
SAML_000023,2024-01-01 11:30:00,172.51836,5.1562834,EUR,SAML_ACC_0309,SAML_ACC_0403,US,FR,TRANSFER,SHELL_COMPANY,False,0.29547572135925293,11,0,False,True,False,False,True,False,14,265879.2,18991.371,0.0714,saml_d
SAML_000024,2024-01-01 12:00:00,1003.48535,6.9122305,USD,SAML_ACC_0445,SAML_ACC_0424,DE,US,TRANSFER,SMURFING,False,0.08699978142976761,12,0,False,True,False,False,True,False,6,269624.7,44937.45,0.0,saml_d
SAML_000025,2024-01-01 12:30:00,3721.3625,8.222114,USD,SAML_ACC_0310,SAML_ACC_0258,US,UK,WITHDRAWAL,WIRE_FRAUD,True,0.4128917157649994,12,0,False,True,False,False,True,False,11,117981.67,10725.605,0.1818,saml_d
SAML_000026,2024-01-01 13:00:00,298.2741,5.7013597,USD,SAML_ACC_0165,SAML_ACC_0467,CA,UK,WITHDRAWAL,CASH_INTENSIVE,False,0.5900285243988037,13,0,False,True,False,False,True,False,8,97014.84,12126.855,0.0,saml_d
SAML_000027,2024-01-01 13:30:00,6319.5044,8.7515545,USD,SAML_ACC_0193,SAML_ACC_0065,NL,CA,TRANSFER,CASH_INTENSIVE,False,0.3914506137371063,13,0,False,True,False,False,True,False,8,31330.031,3916.254,0.0,saml_d
SAML_000028,2024-01-01 14:00:00,896.7011,6.799837,USD,SAML_ACC_0426,SAML_ACC_0190,DE,FR,WITHDRAWAL,IDENTITY_THEFT,False,0.20266106724739075,14,0,False,True,False,False,True,False,10,542882.0,54288.2,0.0,saml_d
SAML_000029,2024-01-01 14:30:00,1663.3893,7.4172134,USD,SAML_ACC_0305,SAML_ACC_0091,FR,CA,DEPOSIT,CASH_INTENSIVE,False,0.28664013743400574,14,0,False,True,False,False,True,False,8,31800.066,3975.0083,0.0,saml_d
SAML_000030,2024-01-01 15:00:00,894.78796,6.7977037,USD,SAML_ACC_0260,SAML_ACC_0438,DE,FR,DEPOSIT,PHANTOM_TRANSACTIONS,False,0.2667624354362488,15,0,False,True,False,False,True,False,14,165923.53,11851.681,0.0714,saml_d
SAML_000031,2024-01-01 15:30:00,121122.336,11.704565,USD,SAML_ACC_0192,SAML_ACC_0173,DE,US,TRANSFER,WIRE_FRAUD,False,0.0978141650557518,15,0,False,True,True,False,True,False,14,178135.44,12723.96,0.0,saml_d
SAML_000032,2024-01-01 16:00:00,2901.5652,7.97335,USD,SAML_ACC_0079,SAML_ACC_0247,DE,US,TRANSFER,TRADE_BASED,False,0.2025996893644333,16,0,False,True,False,False,True,False,14,183634.56,13116.755,0.0,saml_d
SAML_000033,2024-01-01 16:30:00,359.4511,5.8873563,GBP,SAML_ACC_0179,SAML_ACC_0256,DE,DE,WITHDRAWAL,LAYERING,False,0.14584214985370636,16,0,False,True,False,False,False,False,13,793084.06,61006.465,0.0769,saml_d
SAML_000034,2024-01-01 17:00:00,15445.76,9.645155,EUR,SAML_ACC_0091,SAML_ACC_0116,NL,FR,WITHDRAWAL,CASH_INTENSIVE,False,0.16533097624778748,17,0,False,True,False,False,True,False,7,137357.4,19622.486,0.1429,saml_d
SAML_000035,2024-01-01 17:30:00,259.3848,5.5621605,USD,SAML_ACC_0456,SAML_ACC_0049,DE,FR,PAYMENT,WIRE_FRAUD,False,0.2910633385181427,17,0,False,True,False,False,True,False,12,68715.17,5726.264,0.0833,saml_d
SAML_000036,2024-01-01 18:00:00,4526.6035,8.417948,CAD,SAML_ACC_0444,SAML_ACC_0227,CA,UK,DEPOSIT,PLACEMENT,False,0.2579956650733948,18,0,False,False,False,False,True,False,15,207960.34,13864.022,0.0667,saml_d
SAML_000037,2024-01-01 18:30:00,59.184505,4.097415,CAD,SAML_ACC_0215,SAML_ACC_0489,DE,UK,TRANSFER,CRYPTOCURRENCY,False,0.15638181567192078,18,0,False,False,False,False,True,False,14,169573.1,12112.364,0.2143,saml_d
SAML_000038,2024-01-01 19:00:00,209.27055,5.348395,USD,SAML_ACC_0079,SAML_ACC_0069,NL,CA,TRANSFER,CRYPTOCURRENCY,False,0.783189058303833,19,0,False,False,False,False,True,False,14,183634.56,13116.755,0.0,saml_d
SAML_000039,2024-01-01 19:30:00,4419.238,8.393949,USD,SAML_ACC_0475,SAML_ACC_0422,CA,DE,TRANSFER,TRADE_BASED,False,0.2500268816947937,19,0,False,False,False,False,True,False,13,147073.1,11313.314,0.0,saml_d
SAML_000040,2024-01-01 20:00:00,13055.087,9.47701,EUR,SAML_ACC_0415,SAML_ACC_0388,DE,US,TRANSFER,WIRE_FRAUD,False,0.43346476554870605,20,0,False,False,False,False,True,False,11,166717.2,15156.108,0.0,saml_d
SAML_000041,2024-01-01 20:30:00,4199.5664,8.342975,GBP,SAML_ACC_0103,SAML_ACC_0401,DE,FR,PAYMENT,TRADE_BASED,False,0.5196395516395569,20,0,False,False,False,False,True,False,11,755593.9,68690.35,0.0,saml_d
SAML_000042,2024-01-01 21:00:00,2365.4023,7.769126,CAD,SAML_ACC_0111,SAML_ACC_0126,CA,CA,DEPOSIT,TRADE_BASED,False,0.26883411407470703,21,0,False,False,False,False,False,False,12,458280.44,38190.035,0.0,saml_d
SAML_000043,2024-01-01 21:30:00,1632.3772,7.398405,GBP,SAML_ACC_0456,SAML_ACC_0437,DE,DE,PAYMENT,IDENTITY_THEFT,False,0.11339795589447021,21,0,False,False,False,False,False,False,12,68715.17,5726.264,0.0833,saml_d
SAML_000044,2024-01-01 22:00:00,154.9273,5.04939,EUR,SAML_ACC_0478,SAML_ACC_0213,NL,UK,DEPOSIT,STRUCTURING,False,0.20532236993312836,22,0,False,False,False,True,True,False,9,316750.0,35194.445,0.1111,saml_d
SAML_000045,2024-01-01 22:30:00,706.4918,6.561726,USD,SAML_ACC_0314,SAML_ACC_0053,UK,DE,TRANSFER,PLACEMENT,False,0.4123680889606476,22,0,False,False,False,True,True,False,12,72239.586,6019.9653,0.0,saml_d
SAML_000046,2024-01-01 23:00:00,1186.4518,7.079565,USD,SAML_ACC_0247,SAML_ACC_0112,DE,CA,DEPOSIT,PLACEMENT,False,0.12557606399059296,23,0,False,False,False,True,True,False,9,97990.05,10887.783,0.0,saml_d
SAML_000047,2024-01-01 23:30:00,24692.244,10.1142845,USD,SAML_ACC_0234,SAML_ACC_0159,FR,US,TRANSFER,PLACEMENT,False,0.07602698355913162,23,0,False,False,False,True,True,False,12,549952.25,45829.355,0.0833,saml_d
SAML_000048,2024-01-02 00:00:00,5926.7812,8.687406,USD,SAML_ACC_0082,SAML_ACC_0240,CA,UK,PAYMENT,SMURFING,False,0.43792107701301575,0,1,False,False,False,True,True,False,13,178424.73,13724.9795,0.0769,saml_d
SAML_000049,2024-01-02 00:30:00,87.69981,4.4852576,EUR,SAML_ACC_0132,SAML_ACC_0150,NL,NL,DEPOSIT,SHELL_COMPANY,False,0.13610537350177765,0,1,False,False,False,True,False,False,6,65773.484,10962.247,0.0,saml_d
SAML_000050,2024-01-02 01:00:00,5699.695,8.648343,USD,SAML_ACC_0495,SAML_ACC_0139,DE,UK,WITHDRAWAL,PLACEMENT,False,0.5668246150016785,1,1,False,False,False,True,True,False,10,254424.31,25442.434,0.1,saml_d
SAML_000051,2024-01-02 01:30:00,1379.9954,7.23056,EUR,SAML_ACC_0235,SAML_ACC_0418,DE,US,DEPOSIT,PLACEMENT,False,0.11360558122396469,1,1,False,False,False,True,True,False,9,98247.13,10916.348,0.0,saml_d
SAML_000052,2024-01-02 02:00:00,769.81946,6.6474543,USD,SAML_ACC_0278,SAML_ACC_0113,CA,UK,TRANSFER,PHANTOM_TRANSACTIONS,False,0.3957584798336029,2,1,False,False,False,True,True,False,11,60003.62,5454.875,0.1818,saml_d
SAML_000053,2024-01-02 02:30:00,10130.973,9.223452,USD,SAML_ACC_0387,SAML_ACC_0143,US,CA,WITHDRAWAL,IDENTITY_THEFT,False,0.2546091675758362,2,1,False,False,False,True,True,False,10,111130.32,11113.031,0.2,saml_d
SAML_000054,2024-01-02 03:00:00,23435.309,10.062041,USD,SAML_ACC_0335,SAML_ACC_0370,NL,UK,TRANSFER,PHANTOM_TRANSACTIONS,False,0.20308206975460052,3,1,False,False,False,True,True,False,15,294041.38,19602.758,0.0667,saml_d
SAML_000055,2024-01-02 03:30:00,19197.979,9.862613,USD,SAML_ACC_0099,SAML_ACC_0138,NL,FR,WITHDRAWAL,TRADE_BASED,False,0.3043076992034912,3,1,False,False,False,True,True,False,7,77624.055,11089.15,0.1429,saml_d
SAML_000056,2024-01-02 04:00:00,556.4431,6.3233604,EUR,SAML_ACC_0431,SAML_ACC_0486,UK,DE,WITHDRAWAL,IDENTITY_THEFT,False,0.15732258558273315,4,1,False,False,False,True,True,False,10,60570.33,6057.033,0.1,saml_d
SAML_000057,2024-01-02 04:30:00,1606.1178,7.382198,EUR,SAML_ACC_0038,SAML_ACC_0480,UK,CA,DEPOSIT,LAYERING,False,0.19404007494449615,4,1,False,False,False,True,True,False,10,44939.332,4493.933,0.0,saml_d
SAML_000058,2024-01-02 05:00:00,5782.127,8.6627,CAD,SAML_ACC_0161,SAML_ACC_0437,DE,US,DEPOSIT,LAYERING,True,0.4992735683917999,5,1,False,False,False,True,True,False,15,50693.29,3379.5525,0.0667,saml_d
SAML_000059,2024-01-02 05:30:00,20975.078,9.951138,USD,SAML_ACC_0462,SAML_ACC_0304,CA,CA,WITHDRAWAL,PHANTOM_TRANSACTIONS,False,0.23449960350990295,5,1,False,False,False,True,False,False,5,77757.8,15551.56,0.0,saml_d
SAML_000060,2024-01-02 06:00:00,1143.2742,7.042526,USD,SAML_ACC_0432,SAML_ACC_0031,FR,FR,WITHDRAWAL,SHELL_COMPANY,False,0.11911831051111221,6,1,False,False,False,False,False,False,14,314154.9,22439.637,0.0714,saml_d
SAML_000061,2024-01-02 06:30:00,2056.3381,7.629168,USD,SAML_ACC_0449,SAML_ACC_0293,DE,UK,WITHDRAWAL,CRYPTOCURRENCY,False,0.09822823852300644,6,1,False,False,False,False,True,False,9,71812.6,7979.1777,0.0,saml_d
SAML_000062,2024-01-02 07:00:00,326.14108,5.7903914,USD,SAML_ACC_0117,SAML_ACC_0108,UK,UK,TRANSFER,CASH_INTENSIVE,False,0.23447121679782867,7,1,False,False,False,False,False,False,13,70502.86,5423.297,0.0,saml_d
SAML_000063,2024-01-02 07:30:00,272.48587,5.61125,GBP,SAML_ACC_0241,SAML_ACC_0284,DE,NL,DEPOSIT,LAYERING,False,0.027273645624518394,7,1,False,False,False,False,True,False,13,318049.78,24465.367,0.0769,saml_d
SAML_000064,2024-01-02 08:00:00,15139.336,9.625117,EUR,SAML_ACC_0026,SAML_ACC_0159,CA,CA,TRANSFER,SHELL_COMPANY,False,0.3438245356082916,8,1,False,False,False,False,False,False,11,183764.47,16705.861,0.0909,saml_d
SAML_000065,2024-01-02 08:30:00,44912.887,10.7125025,GBP,SAML_ACC_0136,SAML_ACC_0326,NL,UK,DEPOSIT,SMURFING,False,0.5753046870231628,8,1,False,False,False,False,True,False,14,152817.56,10915.54,0.1429,saml_d
SAML_000066,2024-01-02 09:00:00,2581.1228,7.856367,USD,SAML_ACC_0050,SAML_ACC_0014,NL,UK,PAYMENT,IDENTITY_THEFT,False,0.3120027482509613,9,1,False,True,False,False,True,False,10,120909.44,12090.944,0.3,saml_d
SAML_000067,2024-01-02 09:30:00,22182.652,10.007111,GBP,SAML_ACC_0464,SAML_ACC_0122,NL,FR,TRANSFER,WIRE_FRAUD,True,0.7482121586799622,9,1,False,True,False,False,True,False,5,36980.305,7396.061,0.4,saml_d
SAML_000068,2024-01-02 10:00:00,6144.2505,8.723434,USD,SAML_ACC_0294,SAML_ACC_0215,NL,US,DEPOSIT,PHANTOM_TRANSACTIONS,False,0.1786506474018097,10,1,False,True,False,False,True,False,13,117110.336,9008.487,0.0769,saml_d
SAML_000069,2024-01-02 10:30:00,820.37415,6.7109785,GBP,SAML_ACC_0394,SAML_ACC_0272,FR,NL,WITHDRAWAL,STRUCTURING,False,0.05867572873830795,10,1,False,True,False,False,True,False,11,222381.34,20216.486,0.0909,saml_d
SAML_000070,2024-01-02 11:00:00,6141.297,8.722954,USD,SAML_ACC_0298,SAML_ACC_0025,US,NL,WITHDRAWAL,PHANTOM_TRANSACTIONS,False,0.2944195866584778,11,1,False,True,False,False,True,False,10,142700.66,14270.065,0.0,saml_d
SAML_000071,2024-01-02 11:30:00,64606.684,11.076089,USD,SAML_ACC_0293,SAML_ACC_0423,FR,NL,DEPOSIT,WIRE_FRAUD,False,0.13942313194274902,11,1,False,True,False,False,True,False,14,1410773.9,100769.56,0.1429,saml_d
SAML_000072,2024-01-02 12:00:00,2774.8389,7.928708,USD,SAML_ACC_0154,SAML_ACC_0322,DE,DE,WITHDRAWAL,STRUCTURING,False,0.22332940995693207,12,1,False,True,False,False,False,False,10,61864.332,6186.4336,0.2,saml_d
SAML_000073,2024-01-02 12:30:00,68137.8,11.129302,CAD,SAML_ACC_0220,SAML_ACC_0294,UK,CA,WITHDRAWAL,STRUCTURING,False,0.20668254792690277,12,1,False,True,True,False,True,False,14,429628.1,30687.72,0.2143,saml_d
SAML_000074,2024-01-02 13:00:00,15.807899,2.8218489,USD,SAML_ACC_0140,SAML_ACC_0169,CA,US,PAYMENT,CRYPTOCURRENCY,False,0.29388412833213806,13,1,False,True,False,False,True,False,7,31147.28,4449.612,0.0,saml_d
SAML_000075,2024-01-02 13:30:00,15425.928,9.643869,USD,SAML_ACC_0468,SAML_ACC_0103,DE,DE,PAYMENT,SHELL_COMPANY,False,0.3108619451522827,13,1,False,True,False,False,False,False,9,96069.0,10674.333,0.1111,saml_d
SAML_000076,2024-01-02 14:00:00,3547.8396,8.174376,GBP,SAML_ACC_0049,SAML_ACC_0354,US,US,PAYMENT,SHELL_COMPANY,False,0.38651910424232483,14,1,False,True,False,False,False,False,13,7882472.5,606344.06,0.0,saml_d
SAML_000077,2024-01-02 14:30:00,1639.2356,7.402595,USD,SAML_ACC_0142,SAML_ACC_0371,CA,CA,TRANSFER,STRUCTURING,False,0.16581489145755768,14,1,False,True,False,False,False,False,10,110592.68,11059.268,0.0,saml_d
SAML_000078,2024-01-02 15:00:00,3581.4448,8.183801,USD,SAML_ACC_0046,SAML_ACC_0040,CA,NL,PAYMENT,CRYPTOCURRENCY,False,0.19169694185256958,15,1,False,True,False,False,True,False,9,76553.77,8505.975,0.0,saml_d
SAML_000079,2024-01-02 15:30:00,55.972595,4.0425706,USD,SAML_ACC_0163,SAML_ACC_0235,CA,FR,PAYMENT,CASH_INTENSIVE,False,0.30219271779060364,15,1,False,True,False,False,True,False,10,433065.12,43306.508,0.0,saml_d
SAML_000080,2024-01-02 16:00:00,1921.1058,7.561177,USD,SAML_ACC_0285,SAML_ACC_0320,DE,FR,PAYMENT,WIRE_FRAUD,False,0.19144973158836365,16,1,False,True,False,False,True,False,15,70549.61,4703.307,0.0667,saml_d
SAML_000081,2024-01-02 16:30:00,6088.9146,8.71439,CAD,SAML_ACC_0268,SAML_ACC_0089,US,FR,DEPOSIT,STRUCTURING,False,0.15525491535663605,16,1,False,True,False,False,True,False,11,134430.84,12220.985,0.0,saml_d
SAML_000082,2024-01-02 17:00:00,57284.656,10.955806,EUR,SAML_ACC_0116,SAML_ACC_0100,DE,US,WITHDRAWAL,TRADE_BASED,False,0.425111323595047,17,1,False,True,False,False,True,False,8,69631.3,8703.912,0.125,saml_d
SAML_000083,2024-01-02 17:30:00,1057.285,6.964405,USD,SAML_ACC_0082,SAML_ACC_0144,CA,CA,DEPOSIT,STRUCTURING,False,0.5325372815132141,17,1,False,True,False,False,False,False,13,178424.73,13724.9795,0.0769,saml_d
SAML_000084,2024-01-02 18:00:00,591.7077,6.3847013,CAD,SAML_ACC_0044,SAML_ACC_0082,CA,UK,PAYMENT,PLACEMENT,False,0.09693972021341324,18,1,False,False,False,False,True,False,9,31828.352,3536.4836,0.2222,saml_d
SAML_000085,2024-01-02 18:30:00,1092.7863,6.9974008,USD,SAML_ACC_0194,SAML_ACC_0077,UK,UK,TRANSFER,SMURFING,False,0.06540417671203613,18,1,False,False,False,False,False,False,10,42311.715,4231.1714,0.0,saml_d
SAML_000086,2024-01-02 19:00:00,18597.906,9.830858,USD,SAML_ACC_0258,SAML_ACC_0059,FR,FR,DEPOSIT,WIRE_FRAUD,False,0.22633524239063263,19,1,False,False,False,False,False,False,6,27837.36,4639.56,0.1667,saml_d
SAML_000087,2024-01-02 19:30:00,5753.1465,8.657676,USD,SAML_ACC_0443,SAML_ACC_0229,DE,US,PAYMENT,IDENTITY_THEFT,False,0.23107671737670898,19,1,False,False,False,False,True,False,8,41792.957,5224.1196,0.125,saml_d
SAML_000088,2024-01-02 20:00:00,1033.2656,6.941447,USD,SAML_ACC_0273,SAML_ACC_0091,US,UK,TRANSFER,INTEGRATION,False,0.360209196805954,20,1,False,False,False,False,True,False,9,763899.06,84877.67,0.0,saml_d
SAML_000089,2024-01-02 20:30:00,8320.977,9.026655,USD,SAML_ACC_0394,SAML_ACC_0354,CA,US,TRANSFER,PLACEMENT,False,0.015961486846208572,20,1,False,False,False,False,True,False,11,222381.34,20216.486,0.0909,saml_d
SAML_000090,2024-01-02 21:00:00,3619.7314,8.194431,CAD,SAML_ACC_0274,SAML_ACC_0395,DE,CA,TRANSFER,LAYERING,False,0.10043764859437943,21,1,False,False,False,False,True,False,14,168563.9,12040.279,0.1429,saml_d
SAML_000091,2024-01-02 21:30:00,20687.604,9.937338,EUR,SAML_ACC_0278,SAML_ACC_0001,FR,FR,WITHDRAWAL,LAYERING,True,0.7494543194770813,21,1,False,False,False,False,False,False,11,60003.62,5454.875,0.1818,saml_d
SAML_000092,2024-01-02 22:00:00,732.08295,6.597259,USD,SAML_ACC_0083,SAML_ACC_0269,DE,DE,TRANSFER,CASH_INTENSIVE,False,0.28571048378944397,22,1,False,False,False,True,False,False,7,18271.258,2610.1797,0.0,saml_d
SAML_000093,2024-01-02 22:30:00,1547.9329,7.3453217,USD,SAML_ACC_0058,SAML_ACC_0286,FR,FR,PAYMENT,STRUCTURING,False,0.37727057933807373,22,1,False,False,False,True,False,False,11,176263.53,16023.957,0.2727,saml_d
SAML_000094,2024-01-02 23:00:00,1360.7396,7.2165184,EUR,SAML_ACC_0053,SAML_ACC_0197,DE,DE,DEPOSIT,INTEGRATION,False,0.08346749097108841,23,1,False,False,False,True,False,False,9,34890.258,3876.6953,0.1111,saml_d
SAML_000095,2024-01-02 23:30:00,159.6478,5.0792146,CAD,SAML_ACC_0001,SAML_ACC_0274,UK,UK,DEPOSIT,STRUCTURING,False,0.15142539143562317,23,1,False,False,False,True,False,False,9,22645.102,2516.1223,0.0,saml_d
SAML_000096,2024-01-03 00:00:00,5389.676,8.592426,GBP,SAML_ACC_0216,SAML_ACC_0078,DE,NL,PAYMENT,WIRE_FRAUD,False,0.12044085562229156,0,2,False,False,False,True,True,False,14,159898.2,11421.3,0.1429,saml_d
SAML_000097,2024-01-03 00:30:00,5024.6475,8.522309,USD,SAML_ACC_0317,SAML_ACC_0141,NL,DE,WITHDRAWAL,PLACEMENT,False,0.5974330306053162,0,2,False,False,False,True,True,False,8,26586.154,3323.2693,0.125,saml_d
SAML_000098,2024-01-03 01:00:00,3011.6003,8.010559,EUR,SAML_ACC_0228,SAML_ACC_0288,UK,NL,WITHDRAWAL,PLACEMENT,False,0.058549005538225174,1,2,False,False,False,True,True,False,13,269889.2,20760.707,0.0769,saml_d
SAML_000099,2024-01-03 01:30:00,1864.6445,7.531362,USD,SAML_ACC_0473,SAML_ACC_0071,FR,US,TRANSFER,SMURFING,False,0.040330301970243454,1,2,False,False,False,True,True,False,7,151529.94,21647.135,0.0,saml_d
SAML_000100,2024-01-03 02:00:00,175.78445,5.174931,USD,SAML_ACC_0484,SAML_ACC_0456,CA,NL,PAYMENT,SHELL_COMPANY,False,0.23046880960464478,2,2,False,False,False,True,True,False,10,214237.05,21423.705,0.0,saml_d
SAML_000101,2024-01-03 02:30:00,1285.2511,7.1594872,USD,SAML_ACC_0254,SAML_ACC_0050,CA,DE,TRANSFER,CRYPTOCURRENCY,False,0.09430820494890213,2,2,False,False,False,True,True,False,15,163433.3,10895.553,0.0667,saml_d
SAML_000102,2024-01-03 03:00:00,1502.0272,7.3152366,USD,SAML_ACC_0159,SAML_ACC_0455,DE,UK,TRANSFER,SHELL_COMPANY,True,0.8420606851577759,3,2,False,False,False,True,True,False,9,31061.562,3451.285,0.1111,saml_d
SAML_000103,2024-01-03 03:30:00,599.11017,6.3971133,USD,SAML_ACC_0287,SAML_ACC_0372,US,UK,PAYMENT,IDENTITY_THEFT,False,0.3297618627548218,3,2,False,False,False,True,True,False,14,584773.2,41769.51,0.0,saml_d
SAML_000104,2024-01-03 04:00:00,2159.0608,7.6778917,USD,SAML_ACC_0066,SAML_ACC_0369,DE,FR,WITHDRAWAL,SMURFING,False,0.2173798829317093,4,2,False,False,False,True,True,False,13,150472.62,11574.817,0.1538,saml_d
SAML_000105,2024-01-03 04:30:00,6688.211,8.808251,USD,SAML_ACC_0403,SAML_ACC_0080,UK,UK,WITHDRAWAL,INTEGRATION,False,0.5251212120056152,4,2,False,False,False,True,False,False,11,212479.34,19316.305,0.0,saml_d
