transaction_id,timestamp,amount,currency,transaction_type,originator_country,beneficiary_country,risk_score,is_laundering,typology,high_amount,cross_border,unusual_hour,dataset_source
SAML_000013,2024-01-01 06:30:00,64.93842,EUR,PAYMENT,UK,US,0.10348987579345703,False,INTEGRATION,False,True,False,saml_d
SAML_000014,2024-01-01 07:00:00,94.647964,USD,TRANSFER,DE,CA,0.2952548861503601,False,PLACEMENT,False,True,False,saml_d
SAML_000015,2024-01-01 07:30:00,968.1867,USD,WITHDRAWAL,DE,CA,0.7344500422477722,True,TRADE_BASED,False,True,False,saml_d
SAML_000016,2024-01-01 08:00:00,393.2076,USD,TRANSFER,FR,FR,0.5765595436096191,False,INTEGRATION,False,False,False,saml_d
SAML_000017,2024-01-01 08:30:00,5588.659,USD,DEPOSIT,CA,US,0.2320927530527115,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000018,2024-01-01 09:00:00,484.90445,CAD,TRANSFER,DE,FR,0.014019117690622807,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000019,2024-01-01 09:30:00,176.86604,CAD,DEPOSIT,UK,DE,0.343456894159317,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000020,2024-01-01 10:00:00,55898.76,USD,WITHDRAWAL,UK,UK,0.08830578625202179,False,SHELL_COMPANY,False,False,False,saml_d
SAML_000021,2024-01-01 10:30:00,1897.794,USD,PAYMENT,UK,FR,0.24785585701465607,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000022,2024-01-01 11:00:00,3412.0085,CAD,WITHDRAWAL,CA,NL,0.377196729183197,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000023,2024-01-01 11:30:00,172.51836,EUR,TRANSFER,US,FR,0.29547572135925293,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000024,2024-01-01 12:00:00,1003.48535,USD,TRANSFER,DE,US,0.08699978142976761,False,SMURFING,False,True,False,saml_d
SAML_000025,2024-01-01 12:30:00,3721.3625,USD,WITHDRAWAL,US,UK,0.4128917157649994,True,WIRE_FRAUD,False,True,False,saml_d
SAML_000026,2024-01-01 13:00:00,298.2741,USD,WITHDRAWAL,CA,UK,0.5900285243988037,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000027,2024-01-01 13:30:00,6319.5044,USD,TRANSFER,NL,CA,0.3914506137371063,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000028,2024-01-01 14:00:00,896.7011,USD,WITHDRAWAL,DE,FR,0.20266106724739075,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000029,2024-01-01 14:30:00,1663.3893,USD,DEPOSIT,FR,CA,0.28664013743400574,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000030,2024-01-01 15:00:00,894.78796,USD,DEPOSIT,DE,FR,0.2667624354362488,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000031,2024-01-01 15:30:00,121122.336,USD,TRANSFER,DE,US,0.0978141650557518,False,WIRE_FRAUD,True,True,False,saml_d
SAML_000032,2024-01-01 16:00:00,2901.5652,USD,TRANSFER,DE,US,0.2025996893644333,False,TRADE_BASED,False,True,False,saml_d
SAML_000033,2024-01-01 16:30:00,359.4511,GBP,WITHDRAWAL,DE,DE,0.14584214985370636,False,LAYERING,False,False,False,saml_d
SAML_000034,2024-01-01 17:00:00,15445.76,EUR,WITHDRAWAL,NL,FR,0.16533097624778748,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000035,2024-01-01 17:30:00,259.3848,USD,PAYMENT,DE,FR,0.2910633385181427,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000036,2024-01-01 18:00:00,4526.6035,CAD,DEPOSIT,CA,UK,0.2579956650733948,False,PLACEMENT,False,True,False,saml_d
SAML_000037,2024-01-01 18:30:00,59.184505,CAD,TRANSFER,DE,UK,0.15638181567192078,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000038,2024-01-01 19:00:00,209.27055,USD,TRANSFER,NL,CA,0.783189058303833,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000039,2024-01-01 19:30:00,4419.238,USD,TRANSFER,CA,DE,0.2500268816947937,False,TRADE_BASED,False,True,False,saml_d
SAML_000040,2024-01-01 20:00:00,13055.087,EUR,TRANSFER,DE,US,0.43346476554870605,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000041,2024-01-01 20:30:00,4199.5664,GBP,PAYMENT,DE,FR,0.5196395516395569,False,TRADE_BASED,False,True,False,saml_d
SAML_000042,2024-01-01 21:00:00,2365.4023,CAD,DEPOSIT,CA,CA,0.26883411407470703,False,TRADE_BASED,False,False,False,saml_d
SAML_000043,2024-01-01 21:30:00,1632.3772,GBP,PAYMENT,DE,DE,0.11339795589447021,False,IDENTITY_THEFT,False,False,False,saml_d
SAML_000044,2024-01-01 22:00:00,154.9273,EUR,DEPOSIT,NL,UK,0.20532236993312836,False,STRUCTURING,False,True,True,saml_d
SAML_000045,2024-01-01 22:30:00,706.4918,USD,TRANSFER,UK,DE,0.4123680889606476,False,PLACEMENT,False,True,True,saml_d
SAML_000046,2024-01-01 23:00:00,1186.4518,USD,DEPOSIT,DE,CA,0.12557606399059296,False,PLACEMENT,False,True,True,saml_d
SAML_000047,2024-01-01 23:30:00,24692.244,USD,TRANSFER,FR,US,0.07602698355913162,False,PLACEMENT,False,True,True,saml_d
SAML_000048,2024-01-02 00:00:00,5926.7812,USD,PAYMENT,CA,UK,0.43792107701301575,False,SMURFING,False,True,True,saml_d
SAML_000049,2024-01-02 00:30:00,87.69981,EUR,DEPOSIT,NL,NL,0.13610537350177765,False,SHELL_COMPANY,False,False,True,saml_d
SAML_000050,2024-01-02 01:00:00,5699.695,USD,WITHDRAWAL,DE,UK,0.5668246150016785,False,PLACEMENT,False,True,True,saml_d
SAML_000051,2024-01-02 01:30:00,1379.9954,EUR,DEPOSIT,DE,US,0.11360558122396469,False,PLACEMENT,False,True,True,saml_d
SAML_000052,2024-01-02 02:00:00,769.81946,USD,TRANSFER,CA,UK,0.3957584798336029,False,PHANTOM_TRANSACTIONS,False,True,True,saml_d
SAML_000053,2024-01-02 02:30:00,10130.973,USD,WITHDRAWAL,US,CA,0.2546091675758362,False,IDENTITY_THEFT,False,True,True,saml_d
SAML_000054,2024-01-02 03:00:00,23435.309,USD,TRANSFER,NL,UK,0.20308206975460052,False,PHANTOM_TRANSACTIONS,False,True,True,saml_d
SAML_000055,2024-01-02 03:30:00,19197.979,USD,WITHDRAWAL,NL,FR,0.3043076992034912,False,TRADE_BASED,False,True,True,saml_d
SAML_000056,2024-01-02 04:00:00,556.4431,EUR,WITHDRAWAL,UK,DE,0.15732258558273315,False,IDENTITY_THEFT,False,True,True,saml_d
SAML_000057,2024-01-02 04:30:00,1606.1178,EUR,DEPOSIT,UK,CA,0.19404007494449615,False,LAYERING,False,True,True,saml_d
SAML_000058,2024-01-02 05:00:00,5782.127,CAD,DEPOSIT,DE,US,0.4992735683917999,True,LAYERING,False,True,True,saml_d
SAML_000059,2024-01-02 05:30:00,20975.078,USD,WITHDRAWAL,CA,CA,0.23449960350990295,False,PHANTOM_TRANSACTIONS,False,False,True,saml_d
SAML_000060,2024-01-02 06:00:00,1143.2742,USD,WITHDRAWAL,FR,FR,0.11911831051111221,False,SHELL_COMPANY,False,False,False,saml_d
SAML_000061,2024-01-02 06:30:00,2056.3381,USD,WITHDRAWAL,DE,UK,0.09822823852300644,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000062,2024-01-02 07:00:00,326.14108,USD,TRANSFER,UK,UK,0.23447121679782867,False,CASH_INTENSIVE,False,False,False,saml_d
SAML_000063,2024-01-02 07:30:00,272.48587,GBP,DEPOSIT,DE,NL,0.027273645624518394,False,LAYERING,False,True,False,saml_d
SAML_000064,2024-01-02 08:00:00,15139.336,EUR,TRANSFER,CA,CA,0.3438245356082916,False,SHELL_COMPANY,False,False,False,saml_d
SAML_000065,2024-01-02 08:30:00,44912.887,GBP,DEPOSIT,NL,UK,0.5753046870231628,False,SMURFING,False,True,False,saml_d
SAML_000066,2024-01-02 09:00:00,2581.1228,USD,PAYMENT,NL,UK,0.3120027482509613,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000067,2024-01-02 09:30:00,22182.652,GBP,TRANSFER,NL,FR,0.7482121586799622,True,WIRE_FRAUD,False,True,False,saml_d
SAML_000068,2024-01-02 10:00:00,6144.2505,USD,DEPOSIT,NL,US,0.1786506474018097,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000069,2024-01-02 10:30:00,820.37415,GBP,WITHDRAWAL,FR,NL,0.05867572873830795,False,STRUCTURING,False,True,False,saml_d
SAML_000070,2024-01-02 11:00:00,6141.297,USD,WITHDRAWAL,US,NL,0.2944195866584778,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000071,2024-01-02 11:30:00,64606.684,USD,DEPOSIT,FR,NL,0.13942313194274902,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000072,2024-01-02 12:00:00,2774.8389,USD,WITHDRAWAL,DE,DE,0.22332940995693207,False,STRUCTURING,False,False,False,saml_d
SAML_000073,2024-01-02 12:30:00,68137.8,CAD,WITHDRAWAL,UK,CA,0.20668254792690277,False,STRUCTURING,True,True,False,saml_d
SAML_000074,2024-01-02 13:00:00,15.807899,USD,PAYMENT,CA,US,0.29388412833213806,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000075,2024-01-02 13:30:00,15425.928,USD,PAYMENT,DE,DE,0.3108619451522827,False,SHELL_COMPANY,False,False,False,saml_d
SAML_000076,2024-01-02 14:00:00,3547.8396,GBP,PAYMENT,US,US,0.38651910424232483,False,SHELL_COMPANY,False,False,False,saml_d
SAML_000077,2024-01-02 14:30:00,1639.2356,USD,TRANSFER,CA,CA,0.16581489145755768,False,STRUCTURING,False,False,False,saml_d
SAML_000078,2024-01-02 15:00:00,3581.4448,USD,PAYMENT,CA,NL,0.19169694185256958,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000079,2024-01-02 15:30:00,55.972595,USD,PAYMENT,CA,FR,0.30219271779060364,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000080,2024-01-02 16:00:00,1921.1058,USD,PAYMENT,DE,FR,0.19144973158836365,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000081,2024-01-02 16:30:00,6088.9146,CAD,DEPOSIT,US,FR,0.15525491535663605,False,STRUCTURING,False,True,False,saml_d
SAML_000082,2024-01-02 17:00:00,57284.656,EUR,WITHDRAWAL,DE,US,0.425111323595047,False,TRADE_BASED,False,True,False,saml_d
SAML_000083,2024-01-02 17:30:00,1057.285,USD,DEPOSIT,CA,CA,0.5325372815132141,False,STRUCTURING,False,False,False,saml_d
SAML_000084,2024-01-02 18:00:00,591.7077,CAD,PAYMENT,CA,UK,0.09693972021341324,False,PLACEMENT,False,True,False,saml_d
SAML_000085,2024-01-02 18:30:00,1092.7863,USD,TRANSFER,UK,UK,0.06540417671203613,False,SMURFING,False,False,False,saml_d
SAML_000086,2024-01-02 19:00:00,18597.906,USD,DEPOSIT,FR,FR,0.22633524239063263,False,WIRE_FRAUD,False,False,False,saml_d
SAML_000087,2024-01-02 19:30:00,5753.1465,USD,PAYMENT,DE,US,0.23107671737670898,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000088,2024-01-02 20:00:00,1033.2656,USD,TRANSFER,US,UK,0.360209196805954,False,INTEGRATION,False,True,False,saml_d
SAML_000089,2024-01-02 20:30:00,8320.977,USD,TRANSFER,CA,US,0.015961486846208572,False,PLACEMENT,False,True,False,saml_d
SAML_000090,2024-01-02 21:00:00,3619.7314,CAD,TRANSFER,DE,CA,0.10043764859437943,False,LAYERING,False,True,False,saml_d
SAML_000091,2024-01-02 21:30:00,20687.604,EUR,WITHDRAWAL,FR,FR,0.7494543194770813,True,LAYERING,False,False,False,saml_d
SAML_000092,2024-01-02 22:00:00,732.08295,USD,TRANSFER,DE,DE,0.28571048378944397,False,CASH_INTENSIVE,False,False,True,saml_d
SAML_000093,2024-01-02 22:30:00,1547.9329,USD,PAYMENT,FR,FR,0.37727057933807373,False,STRUCTURING,False,False,True,saml_d
SAML_000094,2024-01-02 23:00:00,1360.7396,EUR,DEPOSIT,DE,DE,0.08346749097108841,False,INTEGRATION,False,False,True,saml_d
SAML_000095,2024-01-02 23:30:00,159.6478,CAD,DEPOSIT,UK,UK,0.15142539143562317,False,STRUCTURING,False,False,True,saml_d
SAML_000096,2024-01-03 00:00:00,5389.676,GBP,PAYMENT,DE,NL,0.12044085562229156,False,WIRE_FRAUD,False,True,True,saml_d
SAML_000097,2024-01-03 00:30:00,5024.6475,USD,WITHDRAWAL,NL,DE,0.5974330306053162,False,PLACEMENT,False,True,True,saml_d
SAML_000098,2024-01-03 01:00:00,3011.6003,EUR,WITHDRAWAL,UK,NL,0.058549005538225174,False,PLACEMENT,False,True,True,saml_d
SAML_000099,2024-01-03 01:30:00,1864.6445,USD,TRANSFER,FR,US,0.040330301970243454,False,SMURFING,False,True,True,saml_d
SAML_000100,2024-01-03 02:00:00,175.78445,USD,PAYMENT,CA,NL,0.23046880960464478,False,SHELL_COMPANY,False,True,True,saml_d
SAML_000101,2024-01-03 02:30:00,1285.2511,USD,TRANSFER,CA,DE,0.09430820494890213,False,CRYPTOCURRENCY,False,True,True,saml_d
SAML_000102,2024-01-03 03:00:00,1502.0272,USD,TRANSFER,DE,UK,0.8420606851577759,True,SHELL_COMPANY,False,True,True,saml_d
SAML_000103,2024-01-03 03:30:00,599.11017,USD,PAYMENT,US,UK,0.3297618627548218,False,IDENTITY_THEFT,False,True,True,saml_d
SAML_000104,2024-01-03 04:00:00,2159.0608,USD,WITHDRAWAL,DE,FR,0.2173798829317093,False,SMURFING,False,True,True,saml_d
SAML_000105,2024-01-03 04:30:00,6688.211,USD,WITHDRAWAL,UK,UK,0.5251212120056152,False,INTEGRATION,False,False,True,saml_d
SAML_000106,2024-01-03 05:00:00,129621.22,EUR,DEPOSIT,UK,US,0.2554563283920288,False,CASH_INTENSIVE,True,True,True,saml_d
SAML_000107,2024-01-03 05:30:00,4226.6104,USD,PAYMENT,FR,DE,0.1998371034860611,False,PHANTOM_TRANSACTIONS,False,True,True,saml_d
SAML_000108,2024-01-03 06:00:00,4989.549,USD,TRANSFER,DE,CA,0.4997706115245819,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000109,2024-01-03 06:30:00,2568.579,USD,PAYMENT,FR,UK,0.9309986233711243,True,STRUCTURING,False,True,False,saml_d
SAML_000110,2024-01-03 07:00:00,64.22918,CAD,TRANSFER,US,NL,0.15066340565681458,False,PLACEMENT,False,True,False,saml_d
SAML_000111,2024-01-03 07:30:00,2827.0024,USD,DEPOSIT,CA,DE,0.14228931069374084,False,INTEGRATION,False,True,False,saml_d
SAML_000112,2024-01-03 08:00:00,3362.5686,USD,DEPOSIT,CA,FR,0.5212733745574951,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000113,2024-01-03 08:30:00,411055.78,USD,DEPOSIT,DE,CA,0.4986075758934021,True,CASH_INTENSIVE,True,True,False,saml_d
SAML_000114,2024-01-03 09:00:00,2028.9589,GBP,DEPOSIT,FR,FR,0.31786251068115234,False,LAYERING,False,False,False,saml_d
SAML_000115,2024-01-03 09:30:00,5448.495,CAD,TRANSFER,FR,US,0.22600312530994415,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000116,2024-01-03 10:00:00,2781.0295,USD,WITHDRAWAL,US,FR,0.06963738054037094,False,STRUCTURING,False,True,False,saml_d
SAML_000117,2024-01-03 10:30:00,287.90884,USD,TRANSFER,FR,DE,0.2700411081314087,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000118,2024-01-03 11:00:00,29308.875,CAD,DEPOSIT,NL,CA,0.20081406831741333,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000119,2024-01-03 11:30:00,13411.477,USD,WITHDRAWAL,NL,FR,0.12465818971395493,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000120,2024-01-03 12:00:00,14502.319,EUR,PAYMENT,UK,FR,0.9811052680015564,True,SHELL_COMPANY,False,True,False,saml_d
SAML_000121,2024-01-03 12:30:00,483.584,USD,TRANSFER,NL,NL,0.18026192486286163,False,PHANTOM_TRANSACTIONS,False,False,False,saml_d
SAML_000122,2024-01-03 13:00:00,49295.527,USD,PAYMENT,NL,NL,0.11008094251155853,False,CASH_INTENSIVE,False,False,False,saml_d
SAML_000123,2024-01-03 13:30:00,180.60239,USD,DEPOSIT,UK,US,0.3479255139827728,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000124,2024-01-03 14:00:00,9640.364,USD,PAYMENT,NL,DE,0.25081875920295715,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000125,2024-01-03 14:30:00,238210.8,EUR,WITHDRAWAL,NL,FR,0.5369957089424133,True,STRUCTURING,True,True,False,saml_d
SAML_000126,2024-01-03 15:00:00,411.13736,CAD,WITHDRAWAL,UK,DE,0.16702431440353394,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000127,2024-01-03 15:30:00,960.4525,USD,WITHDRAWAL,DE,UK,0.25084957480430603,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000128,2024-01-03 16:00:00,3638.4124,GBP,TRANSFER,UK,US,0.3771401345729828,False,SMURFING,False,True,False,saml_d
SAML_000129,2024-01-03 16:30:00,1089.0365,USD,PAYMENT,UK,NL,0.39879268407821655,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000130,2024-01-03 17:00:00,134.11171,USD,PAYMENT,NL,US,0.04426656663417816,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000131,2024-01-03 17:30:00,3419.0771,USD,PAYMENT,CA,US,0.2605680525302887,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000132,2024-01-03 18:00:00,356.16446,CAD,DEPOSIT,NL,DE,0.4270766079425812,False,INTEGRATION,False,True,False,saml_d
SAML_000133,2024-01-03 18:30:00,7686.2236,EUR,TRANSFER,DE,NL,0.4160451292991638,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000134,2024-01-03 19:00:00,473.97354,EUR,TRANSFER,UK,NL,0.07793889939785004,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000135,2024-01-03 19:30:00,66162.48,GBP,PAYMENT,US,FR,0.6270474791526794,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000136,2024-01-03 20:00:00,622.34424,EUR,TRANSFER,UK,FR,0.2928049862384796,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000137,2024-01-03 20:30:00,1565.3691,CAD,PAYMENT,DE,DE,0.6699325442314148,True,LAYERING,False,False,False,saml_d
SAML_000138,2024-01-03 21:00:00,15169.384,EUR,PAYMENT,FR,DE,0.5613771677017212,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000139,2024-01-03 21:30:00,254.23813,CAD,PAYMENT,NL,UK,0.3943593502044678,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000140,2024-01-03 22:00:00,4698.1304,USD,WITHDRAWAL,CA,CA,0.39002755284309387,False,CRYPTOCURRENCY,False,False,True,saml_d
SAML_000141,2024-01-03 22:30:00,40712.3,USD,DEPOSIT,CA,CA,0.3184223473072052,False,PHANTOM_TRANSACTIONS,False,False,True,saml_d
SAML_000142,2024-01-03 23:00:00,119.705376,USD,TRANSFER,NL,US,0.33251309394836426,False,STRUCTURING,False,True,True,saml_d
SAML_000143,2024-01-03 23:30:00,4312.477,USD,DEPOSIT,NL,FR,0.08165785670280457,False,CRYPTOCURRENCY,False,True,True,saml_d
SAML_000144,2024-01-04 00:00:00,5012.8784,USD,WITHDRAWAL,DE,NL,0.3350053131580353,False,PLACEMENT,False,True,True,saml_d
SAML_000145,2024-01-04 00:30:00,14237.658,USD,TRANSFER,UK,US,0.12202691286802292,False,SMURFING,False,True,True,saml_d
SAML_000146,2024-01-04 01:00:00,251.16211,EUR,PAYMENT,US,NL,0.17769712209701538,False,WIRE_FRAUD,False,True,True,saml_d
SAML_000147,2024-01-04 01:30:00,212.53076,USD,DEPOSIT,UK,FR,0.24548384547233582,False,SHELL_COMPANY,False,True,True,saml_d
SAML_000148,2024-01-04 02:00:00,8466.59,USD,WITHDRAWAL,UK,FR,0.3470722734928131,False,STRUCTURING,False,True,True,saml_d
SAML_000149,2024-01-04 02:30:00,5399.0015,USD,TRANSFER,US,UK,0.1299578845500946,False,SHELL_COMPANY,False,True,True,saml_d
SAML_000150,2024-01-04 03:00:00,4919.6157,CAD,TRANSFER,CA,DE,0.04078105464577675,False,PHANTOM_TRANSACTIONS,False,True,True,saml_d
SAML_000151,2024-01-04 03:30:00,5960.421,USD,DEPOSIT,UK,DE,0.37018200755119324,False,CRYPTOCURRENCY,False,True,True,saml_d
SAML_000152,2024-01-04 04:00:00,765.0572,USD,DEPOSIT,FR,DE,0.5407854318618774,False,SMURFING,False,True,True,saml_d
SAML_000153,2024-01-04 04:30:00,4743.39,EUR,TRANSFER,FR,CA,0.4956003725528717,False,SMURFING,False,True,True,saml_d
SAML_000154,2024-01-04 05:00:00,5356.9224,EUR,TRANSFER,DE,DE,0.33539441227912903,False,LAYERING,False,False,True,saml_d
SAML_000155,2024-01-04 05:30:00,714.2958,USD,WITHDRAWAL,DE,CA,0.4381273090839386,False,SMURFING,False,True,True,saml_d
SAML_000156,2024-01-04 06:00:00,124436.27,USD,PAYMENT,US,NL,0.39480650424957275,False,CASH_INTENSIVE,True,True,False,saml_d
SAML_000157,2024-01-04 06:30:00,7689.9214,USD,PAYMENT,US,US,0.41014423966407776,False,STRUCTURING,False,False,False,saml_d
SAML_000158,2024-01-04 07:00:00,275.17108,CAD,WITHDRAWAL,DE,CA,0.4580785930156708,False,LAYERING,False,True,False,saml_d
SAML_000159,2024-01-04 07:30:00,11082.33,USD,TRANSFER,NL,FR,0.1368120014667511,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000160,2024-01-04 08:00:00,424.38312,USD,DEPOSIT,UK,UK,0.2810130715370178,False,STRUCTURING,False,False,False,saml_d
SAML_000161,2024-01-04 08:30:00,14388.279,USD,DEPOSIT,NL,UK,0.7228958010673523,False,SMURFING,False,True,False,saml_d
SAML_000162,2024-01-04 09:00:00,30248.176,USD,TRANSFER,CA,FR,0.2554818093776703,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000163,2024-01-04 09:30:00,577.4578,EUR,WITHDRAWAL,FR,NL,0.3056369125843048,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000164,2024-01-04 10:00:00,20470.748,USD,TRANSFER,US,US,0.20219089090824127,False,IDENTITY_THEFT,False,False,False,saml_d
SAML_000165,2024-01-04 10:30:00,6806.0137,USD,DEPOSIT,DE,UK,0.9498999714851379,True,SMURFING,False,True,False,saml_d
SAML_000166,2024-01-04 11:00:00,15430.793,USD,TRANSFER,FR,FR,0.1736636757850647,False,WIRE_FRAUD,False,False,False,saml_d
SAML_000167,2024-01-04 11:30:00,132400.4,USD,TRANSFER,NL,UK,0.3033004701137543,False,STRUCTURING,True,True,False,saml_d
SAML_000168,2024-01-04 12:00:00,1824.7965,USD,WITHDRAWAL,US,CA,0.8931076526641846,True,SHELL_COMPANY,False,True,False,saml_d
SAML_000169,2024-01-04 12:30:00,660.19,GBP,PAYMENT,US,NL,0.09497619420289993,False,STRUCTURING,False,True,False,saml_d
SAML_000170,2024-01-04 13:00:00,503.19165,EUR,DEPOSIT,UK,UK,0.7736635804176331,False,WIRE_FRAUD,False,False,False,saml_d
SAML_000171,2024-01-04 13:30:00,583.11206,CAD,DEPOSIT,US,NL,0.41081503033638,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000172,2024-01-04 14:00:00,2554.9722,GBP,TRANSFER,CA,NL,0.19695286452770233,False,STRUCTURING,False,True,False,saml_d
SAML_000173,2024-01-04 14:30:00,5897.6187,EUR,DEPOSIT,US,CA,0.1467975378036499,False,LAYERING,False,True,False,saml_d
SAML_000174,2024-01-04 15:00:00,5184.256,USD,DEPOSIT,CA,NL,0.3274582326412201,False,SMURFING,False,True,False,saml_d
SAML_000175,2024-01-04 15:30:00,15589.712,EUR,PAYMENT,NL,CA,0.7025805711746216,True,CASH_INTENSIVE,False,True,False,saml_d
SAML_000176,2024-01-04 16:00:00,3059.4907,GBP,DEPOSIT,UK,UK,0.05100353807210922,False,STRUCTURING,False,False,False,saml_d
SAML_000177,2024-01-04 16:30:00,54560.65,EUR,DEPOSIT,CA,UK,0.22597840428352356,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000178,2024-01-04 17:00:00,1755.8114,USD,WITHDRAWAL,NL,NL,0.1522122323513031,False,LAYERING,False,False,False,saml_d
SAML_000179,2024-01-04 17:30:00,687170.94,USD,WITHDRAWAL,FR,CA,0.9452091455459595,True,CRYPTOCURRENCY,True,True,False,saml_d
SAML_000180,2024-01-04 18:00:00,10418.462,GBP,WITHDRAWAL,US,UK,0.0958242416381836,False,TRADE_BASED,False,True,False,saml_d
SAML_000181,2024-01-04 18:30:00,536.83185,EUR,WITHDRAWAL,DE,NL,0.19265981018543243,False,INTEGRATION,False,True,False,saml_d
SAML_000182,2024-01-04 19:00:00,350.09866,CAD,WITHDRAWAL,DE,US,0.12093614041805267,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000183,2024-01-04 19:30:00,7823.95,USD,PAYMENT,CA,DE,0.23461437225341797,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_000184,2024-01-04 20:00:00,1906.5955,USD,DEPOSIT,UK,DE,0.04506607726216316,False,SMURFING,False,True,False,saml_d
