transaction_id,timestamp,amount,currency,typology,originator_account,beneficiary_account,originator_country,beneficiary_country,risk_score,is_laundering,alert_flag,dataset_source
SAML_000060,2024-01-02 06:00:00,1143.2742,USD,SHELL_COMPANY,SAML_ACC_0432,SAML_ACC_0031,FR,FR,0.11911831051111221,False,False,saml_d
SAML_000061,2024-01-02 06:30:00,2056.3381,USD,CRYPTOCURRENCY,SAML_ACC_0449,SAML_ACC_0293,DE,UK,0.09822823852300644,False,False,saml_d
SAML_000062,2024-01-02 07:00:00,326.14108,USD,CASH_INTENSIVE,SAML_ACC_0117,SAML_ACC_0108,UK,UK,0.23447121679782867,False,False,saml_d
SAML_000063,2024-01-02 07:30:00,272.48587,GBP,LAYERING,SAML_ACC_0241,SAML_ACC_0284,DE,NL,0.027273645624518394,False,True,saml_d
SAML_000064,2024-01-02 08:00:00,15139.336,EUR,SHELL_COMPANY,SAML_ACC_0026,SAML_ACC_0159,CA,CA,0.3438245356082916,False,False,saml_d
SAML_000065,2024-01-02 08:30:00,44912.887,GBP,SMURFING,SAML_ACC_0136,SAML_ACC_0326,NL,UK,0.5753046870231628,False,False,saml_d
SAML_000066,2024-01-02 09:00:00,2581.1228,USD,IDENTITY_THEFT,SAML_ACC_0050,SAML_ACC_0014,NL,UK,0.3120027482509613,False,True,saml_d
SAML_000067,2024-01-02 09:30:00,22182.652,GBP,WIRE_FRAUD,SAML_ACC_0464,SAML_ACC_0122,NL,FR,0.7482121586799622,True,True,saml_d
SAML_000068,2024-01-02 10:00:00,6144.2505,USD,PHANTOM_TRANSACTIONS,SAML_ACC_0294,SAML_ACC_0215,NL,US,0.1786506474018097,False,False,saml_d
SAML_000069,2024-01-02 10:30:00,820.37415,GBP,STRUCTURING,SAML_ACC_0394,SAML_ACC_0272,FR,NL,0.05867572873830795,False,False,saml_d
SAML_000070,2024-01-02 11:00:00,6141.297,USD,PHANTOM_TRANSACTIONS,SAML_ACC_0298,SAML_ACC_0025,US,NL,0.2944195866584778,False,False,saml_d
SAML_000071,2024-01-02 11:30:00,64606.684,USD,WIRE_FRAUD,SAML_ACC_0293,SAML_ACC_0423,FR,NL,0.13942313194274902,False,False,saml_d
SAML_000072,2024-01-02 12:00:00,2774.8389,USD,STRUCTURING,SAML_ACC_0154,SAML_ACC_0322,DE,DE,0.22332940995693207,False,True,saml_d
SAML_000073,2024-01-02 12:30:00,68137.8,CAD,STRUCTURING,SAML_ACC_0220,SAML_ACC_0294,UK,CA,0.20668254792690277,False,False,saml_d
SAML_000074,2024-01-02 13:00:00,15.807899,USD,CRYPTOCURRENCY,SAML_ACC_0140,SAML_ACC_0169,CA,US,0.29388412833213806,False,False,saml_d
SAML_000075,2024-01-02 13:30:00,15425.928,USD,SHELL_COMPANY,SAML_ACC_0468,SAML_ACC_0103,DE,DE,0.3108619451522827,False,False,saml_d
SAML_000076,2024-01-02 14:00:00,3547.8396,GBP,SHELL_COMPANY,SAML_ACC_0049,SAML_ACC_0354,US,US,0.38651910424232483,False,False,saml_d
SAML_000077,2024-01-02 14:30:00,1639.2356,USD,STRUCTURING,SAML_ACC_0142,SAML_ACC_0371,CA,CA,0.16581489145755768,False,False,saml_d
SAML_000078,2024-01-02 15:00:00,3581.4448,USD,CRYPTOCURRENCY,SAML_ACC_0046,SAML_ACC_0040,CA,NL,0.19169694185256958,False,False,saml_d
SAML_000079,2024-01-02 15:30:00,55.972595,USD,CASH_INTENSIVE,SAML_ACC_0163,SAML_ACC_0235,CA,FR,0.30219271779060364,False,False,saml_d
SAML_000080,2024-01-02 16:00:00,1921.1058,USD,WIRE_FRAUD,SAML_ACC_0285,SAML_ACC_0320,DE,FR,0.19144973158836365,False,False,saml_d
SAML_000081,2024-01-02 16:30:00,6088.9146,CAD,STRUCTURING,SAML_ACC_0268,SAML_ACC_0089,US,FR,0.15525491535663605,False,False,saml_d
SAML_000082,2024-01-02 17:00:00,57284.656,EUR,TRADE_BASED,SAML_ACC_0116,SAML_ACC_0100,DE,US,0.425111323595047,False,True,saml_d
SAML_000083,2024-01-02 17:30:00,1057.285,USD,STRUCTURING,SAML_ACC_0082,SAML_ACC_0144,CA,CA,0.5325372815132141,False,False,saml_d
SAML_000084,2024-01-02 18:00:00,591.7077,CAD,PLACEMENT,SAML_ACC_0044,SAML_ACC_0082,CA,UK,0.09693972021341324,False,False,saml_d
SAML_000085,2024-01-02 18:30:00,1092.7863,USD,SMURFING,SAML_ACC_0194,SAML_ACC_0077,UK,UK,0.06540417671203613,False,False,saml_d
SAML_000086,2024-01-02 19:00:00,18597.906,USD,WIRE_FRAUD,SAML_ACC_0258,SAML_ACC_0059,FR,FR,0.22633524239063263,False,False,saml_d
SAML_000087,2024-01-02 19:30:00,5753.1465,USD,IDENTITY_THEFT,SAML_ACC_0443,SAML_ACC_0229,DE,US,0.23107671737670898,False,True,saml_d
SAML_000088,2024-01-02 20:00:00,1033.2656,USD,INTEGRATION,SAML_ACC_0273,SAML_ACC_0091,US,UK,0.360209196805954,False,False,saml_d
SAML_000089,2024-01-02 20:30:00,8320.977,USD,PLACEMENT,SAML_ACC_0394,SAML_ACC_0354,CA,US,0.015961486846208572,False,False,saml_d
SAML_000090,2024-01-02 21:00:00,3619.7314,CAD,LAYERING,SAML_ACC_0274,SAML_ACC_0395,DE,CA,0.10043764859437943,False,False,saml_d
SAML_000091,2024-01-02 21:30:00,20687.604,EUR,LAYERING,SAML_ACC_0278,SAML_ACC_0001,FR,FR,0.7494543194770813,True,True,saml_d
SAML_000092,2024-01-02 22:00:00,732.08295,USD,CASH_INTENSIVE,SAML_ACC_0083,SAML_ACC_0269,DE,DE,0.28571048378944397,False,False,saml_d
SAML_000093,2024-01-02 22:30:00,1547.9329,USD,STRUCTURING,SAML_ACC_0058,SAML_ACC_0286,FR,FR,0.37727057933807373,False,False,saml_d
SAML_000094,2024-01-02 23:00:00,1360.7396,EUR,INTEGRATION,SAML_ACC_0053,SAML_ACC_0197,DE,DE,0.08346749097108841,False,False,saml_d
SAML_000095,2024-01-02 23:30:00,159.6478,CAD,STRUCTURING,SAML_ACC_0001,SAML_ACC_0274,UK,UK,0.15142539143562317,False,False,saml_d
SAML_000096,2024-01-03 00:00:00,5389.676,GBP,WIRE_FRAUD,SAML_ACC_0216,SAML_ACC_0078,DE,NL,0.12044085562229156,False,False,saml_d
SAML_000097,2024-01-03 00:30:00,5024.6475,USD,PLACEMENT,SAML_ACC_0317,SAML_ACC_0141,NL,DE,0.5974330306053162,False,False,saml_d
SAML_000098,2024-01-03 01:00:00,3011.6003,EUR,PLACEMENT,SAML_ACC_0228,SAML_ACC_0288,UK,NL,0.058549005538225174,False,False,saml_d
SAML_000099,2024-01-03 01:30:00,1864.6445,USD,SMURFING,SAML_ACC_0473,SAML_ACC_0071,FR,US,0.040330301970243454,False,False,saml_d
SAML_000100,2024-01-03 02:00:00,175.78445,USD,SHELL_COMPANY,SAML_ACC_0484,SAML_ACC_0456,CA,NL,0.23046880960464478,False,False,saml_d
SAML_000101,2024-01-03 02:30:00,1285.2511,USD,CRYPTOCURRENCY,SAML_ACC_0254,SAML_ACC_0050,CA,DE,0.09430820494890213,False,False,saml_d
SAML_000102,2024-01-03 03:00:00,1502.0272,USD,SHELL_COMPANY,SAML_ACC_0159,SAML_ACC_0455,DE,UK,0.8420606851577759,True,True,saml_d
SAML_000103,2024-01-03 03:30:00,599.11017,USD,IDENTITY_THEFT,SAML_ACC_0287,SAML_ACC_0372,US,UK,0.3297618627548218,False,False,saml_d
SAML_000104,2024-01-03 04:00:00,2159.0608,USD,SMURFING,SAML_ACC_0066,SAML_ACC_0369,DE,FR,0.2173798829317093,False,True,saml_d
SAML_000105,2024-01-03 04:30:00,6688.211,USD,INTEGRATION,SAML_ACC_0403,SAML_ACC_0080,UK,UK,0.5251212120056152,False,False,saml_d
SAML_000106,2024-01-03 05:00:00,129621.22,EUR,CASH_INTENSIVE,SAML_ACC_0309,SAML_ACC_0235,UK,US,0.2554563283920288,False,False,saml_d
SAML_000107,2024-01-03 05:30:00,4226.6104,USD,PHANTOM_TRANSACTIONS,SAML_ACC_0460,SAML_ACC_0287,FR,DE,0.1998371034860611,False,False,saml_d
SAML_000108,2024-01-03 06:00:00,4989.549,USD,SHELL_COMPANY,SAML_ACC_0458,SAML_ACC_0307,DE,CA,0.4997706115245819,False,False,saml_d
SAML_000109,2024-01-03 06:30:00,2568.579,USD,STRUCTURING,SAML_ACC_0095,SAML_ACC_0155,FR,UK,0.9309986233711243,True,True,saml_d
SAML_000110,2024-01-03 07:00:00,64.22918,CAD,PLACEMENT,SAML_ACC_0493,SAML_ACC_0060,US,NL,0.15066340565681458,False,False,saml_d
SAML_000111,2024-01-03 07:30:00,2827.0024,USD,INTEGRATION,SAML_ACC_0253,SAML_ACC_0033,CA,DE,0.14228931069374084,False,False,saml_d
SAML_000112,2024-01-03 08:00:00,3362.5686,USD,IDENTITY_THEFT,SAML_ACC_0150,SAML_ACC_0437,CA,FR,0.5212733745574951,False,True,saml_d
SAML_000113,2024-01-03 08:30:00,411055.78,USD,CASH_INTENSIVE,SAML_ACC_0023,SAML_ACC_0127,DE,CA,0.4986075758934021,True,True,saml_d
SAML_000114,2024-01-03 09:00:00,2028.9589,GBP,LAYERING,SAML_ACC_0244,SAML_ACC_0221,FR,FR,0.31786251068115234,False,False,saml_d
SAML_000115,2024-01-03 09:30:00,5448.495,CAD,CRYPTOCURRENCY,SAML_ACC_0215,SAML_ACC_0200,FR,US,0.22600312530994415,False,False,saml_d
SAML_000116,2024-01-03 10:00:00,2781.0295,USD,STRUCTURING,SAML_ACC_0399,SAML_ACC_0417,US,FR,0.06963738054037094,False,False,saml_d
SAML_000117,2024-01-03 10:30:00,287.90884,USD,SHELL_COMPANY,SAML_ACC_0410,SAML_ACC_0126,FR,DE,0.2700411081314087,False,False,saml_d
SAML_000118,2024-01-03 11:00:00,29308.875,CAD,WIRE_FRAUD,SAML_ACC_0131,SAML_ACC_0041,NL,CA,0.20081406831741333,False,False,saml_d
SAML_000119,2024-01-03 11:30:00,13411.477,USD,PHANTOM_TRANSACTIONS,SAML_ACC_0343,SAML_ACC_0275,NL,FR,0.12465818971395493,False,False,saml_d
SAML_000120,2024-01-03 12:00:00,14502.319,EUR,SHELL_COMPANY,SAML_ACC_0148,SAML_ACC_0469,UK,FR,0.9811052680015564,True,True,saml_d
SAML_000121,2024-01-03 12:30:00,483.584,USD,PHANTOM_TRANSACTIONS,SAML_ACC_0381,SAML_ACC_0297,NL,NL,0.18026192486286163,False,False,saml_d
SAML_000122,2024-01-03 13:00:00,49295.527,USD,CASH_INTENSIVE,SAML_ACC_0109,SAML_ACC_0085,NL,NL,0.11008094251155853,False,True,saml_d
SAML_000123,2024-01-03 13:30:00,180.60239,USD,SHELL_COMPANY,SAML_ACC_0040,SAML_ACC_0089,UK,US,0.3479255139827728,False,False,saml_d
SAML_000124,2024-01-03 14:00:00,9640.364,USD,IDENTITY_THEFT,SAML_ACC_0121,SAML_ACC_0042,NL,DE,0.25081875920295715,False,False,saml_d
SAML_000125,2024-01-03 14:30:00,238210.8,EUR,STRUCTURING,SAML_ACC_0295,SAML_ACC_0120,NL,FR,0.5369957089424133,True,True,saml_d
SAML_000126,2024-01-03 15:00:00,411.13736,CAD,PHANTOM_TRANSACTIONS,SAML_ACC_0120,SAML_ACC_0279,UK,DE,0.16702431440353394,False,True,saml_d
SAML_000127,2024-01-03 15:30:00,960.4525,USD,SHELL_COMPANY,SAML_ACC_0456,SAML_ACC_0459,DE,UK,0.25084957480430603,False,False,saml_d
SAML_000128,2024-01-03 16:00:00,3638.4124,GBP,SMURFING,SAML_ACC_0018,SAML_ACC_0033,UK,US,0.3771401345729828,False,False,saml_d
SAML_000129,2024-01-03 16:30:00,1089.0365,USD,PHANTOM_TRANSACTIONS,SAML_ACC_0169,SAML_ACC_0276,UK,NL,0.39879268407821655,False,False,saml_d
SAML_000130,2024-01-03 17:00:00,134.11171,USD,WIRE_FRAUD,SAML_ACC_0198,SAML_ACC_0153,NL,US,0.04426656663417816,False,False,saml_d
SAML_000131,2024-01-03 17:30:00,3419.0771,USD,SHELL_COMPANY,SAML_ACC_0411,SAML_ACC_0090,CA,US,0.2605680525302887,False,False,saml_d
SAML_000132,2024-01-03 18:00:00,356.16446,CAD,INTEGRATION,SAML_ACC_0484,SAML_ACC_0104,NL,DE,0.4270766079425812,False,False,saml_d
SAML_000133,2024-01-03 18:30:00,7686.2236,EUR,WIRE_FRAUD,SAML_ACC_0143,SAML_ACC_0436,DE,NL,0.4160451292991638,False,False,saml_d
SAML_000134,2024-01-03 19:00:00,473.97354,EUR,IDENTITY_THEFT,SAML_ACC_0037,SAML_ACC_0012,UK,NL,0.07793889939785004,False,False,saml_d
SAML_000135,2024-01-03 19:30:00,66162.48,GBP,SHELL_COMPANY,SAML_ACC_0186,SAML_ACC_0160,US,FR,0.6270474791526794,False,False,saml_d
SAML_000136,2024-01-03 20:00:00,622.34424,EUR,SHELL_COMPANY,SAML_ACC_0261,SAML_ACC_0417,UK,FR,0.2928049862384796,False,False,saml_d
SAML_000137,2024-01-03 20:30:00,1565.3691,CAD,LAYERING,SAML_ACC_0231,SAML_ACC_0458,DE,DE,0.6699325442314148,True,True,saml_d
SAML_000138,2024-01-03 21:00:00,15169.384,EUR,CASH_INTENSIVE,SAML_ACC_0254,SAML_ACC_0196,FR,DE,0.5613771677017212,False,False,saml_d
SAML_000139,2024-01-03 21:30:00,254.23813,CAD,SHELL_COMPANY,SAML_ACC_0329,SAML_ACC_0399,NL,UK,0.3943593502044678,False,False,saml_d
SAML_000140,2024-01-03 22:00:00,4698.1304,USD,CRYPTOCURRENCY,SAML_ACC_0391,SAML_ACC_0307,CA,CA,0.39002755284309387,False,False,saml_d
SAML_000141,2024-01-03 22:30:00,40712.3,USD,PHANTOM_TRANSACTIONS,SAML_ACC_0297,SAML_ACC_0262,CA,CA,0.3184223473072052,False,False,saml_d
SAML_000142,2024-01-03 23:00:00,119.705376,USD,STRUCTURING,SAML_ACC_0468,SAML_ACC_0091,NL,US,0.33251309394836426,False,False,saml_d
SAML_000143,2024-01-03 23:30:00,4312.477,USD,CRYPTOCURRENCY,SAML_ACC_0010,SAML_ACC_0197,NL,FR,0.08165785670280457,False,False,saml_d
SAML_000144,2024-01-04 00:00:00,5012.8784,USD,PLACEMENT,SAML_ACC_0446,SAML_ACC_0069,DE,NL,0.3350053131580353,False,False,saml_d
SAML_000145,2024-01-04 00:30:00,14237.658,USD,SMURFING,SAML_ACC_0410,SAML_ACC_0466,UK,US,0.12202691286802292,False,False,saml_d
SAML_000146,2024-01-04 01:00:00,251.16211,EUR,WIRE_FRAUD,SAML_ACC_0324,SAML_ACC_0220,US,NL,0.17769712209701538,False,True,saml_d
SAML_000147,2024-01-04 01:30:00,212.53076,USD,SHELL_COMPANY,SAML_ACC_0230,SAML_ACC_0419,UK,FR,0.24548384547233582,False,False,saml_d
SAML_000148,2024-01-04 02:00:00,8466.59,USD,STRUCTURING,SAML_ACC_0024,SAML_ACC_0379,UK,FR,0.3470722734928131,False,False,saml_d
SAML_000149,2024-01-04 02:30:00,5399.0015,USD,SHELL_COMPANY,SAML_ACC_0078,SAML_ACC_0214,US,UK,0.1299578845500946,False,False,saml_d
SAML_000150,2024-01-04 03:00:00,4919.6157,CAD,PHANTOM_TRANSACTIONS,SAML_ACC_0425,SAML_ACC_0418,CA,DE,0.04078105464577675,False,False,saml_d
SAML_000151,2024-01-04 03:30:00,5960.421,USD,CRYPTOCURRENCY,SAML_ACC_0193,SAML_ACC_0447,UK,DE,0.37018200755119324,False,False,saml_d
SAML_000152,2024-01-04 04:00:00,765.0572,USD,SMURFING,SAML_ACC_0401,SAML_ACC_0452,FR,DE,0.5407854318618774,False,False,saml_d
SAML_000153,2024-01-04 04:30:00,4743.39,EUR,SMURFING,SAML_ACC_0109,SAML_ACC_0146,FR,CA,0.4956003725528717,False,False,saml_d
SAML_000154,2024-01-04 05:00:00,5356.9224,EUR,LAYERING,SAML_ACC_0280,SAML_ACC_0233,DE,DE,0.33539441227912903,False,False,saml_d
SAML_000155,2024-01-04 05:30:00,714.2958,USD,SMURFING,SAML_ACC_0411,SAML_ACC_0371,DE,CA,0.4381273090839386,False,False,saml_d
SAML_000156,2024-01-04 06:00:00,124436.27,USD,CASH_INTENSIVE,SAML_ACC_0263,SAML_ACC_0410,US,NL,0.39480650424957275,False,False,saml_d
SAML_000157,2024-01-04 06:30:00,7689.9214,USD,STRUCTURING,SAML_ACC_0329,SAML_ACC_0234,US,US,0.41014423966407776,False,False,saml_d
SAML_000158,2024-01-04 07:00:00,275.17108,CAD,LAYERING,SAML_ACC_0363,SAML_ACC_0214,DE,CA,0.4580785930156708,False,False,saml_d
SAML_000159,2024-01-04 07:30:00,11082.33,USD,CASH_INTENSIVE,SAML_ACC_0355,SAML_ACC_0367,NL,FR,0.1368120014667511,False,False,saml_d
SAML_000160,2024-01-04 08:00:00,424.38312,USD,STRUCTURING,SAML_ACC_0378,SAML_ACC_0481,UK,UK,0.2810130715370178,False,False,saml_d
SAML_000161,2024-01-04 08:30:00,14388.279,USD,SMURFING,SAML_ACC_0268,SAML_ACC_0061,NL,UK,0.7228958010673523,False,True,saml_d
SAML_000162,2024-01-04 09:00:00,30248.176,USD,PHANTOM_TRANSACTIONS,SAML_ACC_0341,SAML_ACC_0363,CA,FR,0.2554818093776703,False,False,saml_d
