transaction_id,timestamp,amount,currency,originator_account,beneficiary_account,originator_bank,beneficiary_bank,transaction_type,originator_country,beneficiary_country,is_laundering,typology,risk_score,alert_flag,dataset_source,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,hour,day_of_week,is_weekend,is_business_hours,log_amount,amount_rounded,is_round_amount,high_amount,unusual_hour,cross_border
SAML_000015,2024-01-01 07:30:00,968.1867,USD,SAML_ACC_0212,SAML_ACC_0221,BANK_B,BANK_B,WITHDRAWAL,DE,CA,True,TRADE_BASED,0.7344500422477722,True,saml_d,,,,,,,,,,,7,0,False,False,6.876457,1000.0,False,False,False,True
SAML_000016,2024-01-01 08:00:00,393.2076,USD,SAML_ACC_0179,SAML_ACC_0380,BANK_B,BANK_C,TRANSFER,FR,FR,False,INTEGRATION,0.5765595436096191,True,saml_d,,,,,,,,,,,8,0,False,False,5.9768777,400.0,False,False,False,False
SAML_000017,2024-01-01 08:30:00,5588.659,USD,SAML_ACC_0129,SAML_ACC_0090,BANK_B,BANK_C,DEPOSIT,CA,US,False,CASH_INTENSIVE,0.2320927530527115,False,saml_d,,,,,,,,,,,8,0,False,False,8.628674,5600.0,False,False,False,True
SAML_000018,2024-01-01 09:00:00,484.90445,CAD,SAML_ACC_0283,SAML_ACC_0232,BANK_C,BANK_A,TRANSFER,DE,FR,False,SHELL_COMPANY,0.014019117690622807,False,saml_d,,,,,,,,,,,9,0,False,True,6.186012,500.0,False,False,False,True
SAML_000019,2024-01-01 09:30:00,176.86604,CAD,SAML_ACC_0195,SAML_ACC_0323,BANK_C,BANK_B,DEPOSIT,UK,DE,False,IDENTITY_THEFT,0.343456894159317,False,saml_d,,,,,,,,,,,9,0,False,True,5.1810308,200.0,False,False,False,True
SAML_000020,2024-01-01 10:00:00,55898.76,USD,SAML_ACC_0268,SAML_ACC_0258,BANK_C,BANK_C,WITHDRAWAL,UK,UK,False,SHELL_COMPANY,0.08830578625202179,False,saml_d,,,,,,,,,,,10,0,False,True,10.931315,55900.0,False,False,False,False
SAML_000021,2024-01-01 10:30:00,1897.794,USD,SAML_ACC_0030,SAML_ACC_0153,BANK_A,BANK_C,PAYMENT,UK,FR,False,PHANTOM_TRANSACTIONS,0.24785585701465607,False,saml_d,,,,,,,,,,,10,0,False,True,7.548974,1900.0,False,False,False,True
SAML_000022,2024-01-01 11:00:00,3412.0085,CAD,SAML_ACC_0009,SAML_ACC_0256,BANK_B,BANK_C,WITHDRAWAL,CA,NL,False,CASH_INTENSIVE,0.377196729183197,True,saml_d,,,,,,,,,,,11,0,False,True,8.135349,3400.0,False,False,False,True
SAML_000023,2024-01-01 11:30:00,172.51836,EUR,SAML_ACC_0309,SAML_ACC_0403,BANK_C,BANK_C,TRANSFER,US,FR,False,SHELL_COMPANY,0.29547572135925293,False,saml_d,,,,,,,,,,,11,0,False,True,5.1562834,200.0,False,False,False,True
SAML_000024,2024-01-01 12:00:00,1003.48535,USD,SAML_ACC_0445,SAML_ACC_0424,BANK_C,BANK_C,TRANSFER,DE,US,False,SMURFING,0.08699978142976761,False,saml_d,,,,,,,,,,,12,0,False,True,6.9122305,1000.0,False,False,False,True
SAML_000025,2024-01-01 12:30:00,3721.3625,USD,SAML_ACC_0310,SAML_ACC_0258,BANK_C,BANK_C,WITHDRAWAL,US,UK,True,WIRE_FRAUD,0.4128917157649994,True,saml_d,,,,,,,,,,,12,0,False,True,8.222114,3700.0,False,False,False,True
SAML_000026,2024-01-01 13:00:00,298.2741,USD,SAML_ACC_0165,SAML_ACC_0467,BANK_B,BANK_C,WITHDRAWAL,CA,UK,False,CASH_INTENSIVE,0.5900285243988037,False,saml_d,,,,,,,,,,,13,0,False,True,5.7013597,300.0,False,False,False,True
SAML_000027,2024-01-01 13:30:00,6319.5044,USD,SAML_ACC_0193,SAML_ACC_0065,BANK_B,BANK_C,TRANSFER,NL,CA,False,CASH_INTENSIVE,0.3914506137371063,False,saml_d,,,,,,,,,,,13,0,False,True,8.7515545,6300.0,False,False,False,True
SAML_000028,2024-01-01 14:00:00,896.7011,USD,SAML_ACC_0426,SAML_ACC_0190,BANK_B,BANK_C,WITHDRAWAL,DE,FR,False,IDENTITY_THEFT,0.20266106724739075,False,saml_d,,,,,,,,,,,14,0,False,True,6.799837,900.0,False,False,False,True
SAML_000029,2024-01-01 14:30:00,1663.3893,USD,SAML_ACC_0305,SAML_ACC_0091,BANK_C,BANK_C,DEPOSIT,FR,CA,False,CASH_INTENSIVE,0.28664013743400574,False,saml_d,,,,,,,,,,,14,0,False,True,7.4172134,1700.0,False,False,False,True
SAML_000030,2024-01-01 15:00:00,894.78796,USD,SAML_ACC_0260,SAML_ACC_0438,BANK_B,BANK_B,DEPOSIT,DE,FR,False,PHANTOM_TRANSACTIONS,0.2667624354362488,False,saml_d,,,,,,,,,,,15,0,False,True,6.7977037,900.0,False,False,False,True
SAML_000031,2024-01-01 15:30:00,121122.336,USD,SAML_ACC_0192,SAML_ACC_0173,BANK_C,BANK_A,TRANSFER,DE,US,False,WIRE_FRAUD,0.0978141650557518,True,saml_d,,,,,,,,,,,15,0,False,True,11.704565,121100.0,False,True,False,True
SAML_000032,2024-01-01 16:00:00,2901.5652,USD,SAML_ACC_0079,SAML_ACC_0247,BANK_A,BANK_A,TRANSFER,DE,US,False,TRADE_BASED,0.2025996893644333,False,saml_d,,,,,,,,,,,16,0,False,True,7.97335,2900.0,False,False,False,True
SAML_000033,2024-01-01 16:30:00,359.4511,GBP,SAML_ACC_0179,SAML_ACC_0256,BANK_B,BANK_A,WITHDRAWAL,DE,DE,False,LAYERING,0.14584214985370636,False,saml_d,,,,,,,,,,,16,0,False,True,5.8873563,400.0,False,False,False,False
SAML_000034,2024-01-01 17:00:00,15445.76,EUR,SAML_ACC_0091,SAML_ACC_0116,BANK_B,BANK_C,WITHDRAWAL,NL,FR,False,CASH_INTENSIVE,0.16533097624778748,True,saml_d,,,,,,,,,,,17,0,False,True,9.645155,15400.0,False,False,False,True
SAML_000035,2024-01-01 17:30:00,259.3848,USD,SAML_ACC_0456,SAML_ACC_0049,BANK_C,BANK_A,PAYMENT,DE,FR,False,WIRE_FRAUD,0.2910633385181427,False,saml_d,,,,,,,,,,,17,0,False,True,5.5621605,300.0,False,False,False,True
SAML_000036,2024-01-01 18:00:00,4526.6035,CAD,SAML_ACC_0444,SAML_ACC_0227,BANK_B,BANK_C,DEPOSIT,CA,UK,False,PLACEMENT,0.2579956650733948,False,saml_d,,,,,,,,,,,18,0,False,False,8.417948,4500.0,False,False,False,True
SAML_000037,2024-01-01 18:30:00,59.184505,CAD,SAML_ACC_0215,SAML_ACC_0489,BANK_B,BANK_B,TRANSFER,DE,UK,False,CRYPTOCURRENCY,0.15638181567192078,True,saml_d,,,,,,,,,,,18,0,False,False,4.097415,100.0,False,False,False,True
SAML_000038,2024-01-01 19:00:00,209.27055,USD,SAML_ACC_0079,SAML_ACC_0069,BANK_C,BANK_A,TRANSFER,NL,CA,False,CRYPTOCURRENCY,0.783189058303833,False,saml_d,,,,,,,,,,,19,0,False,False,5.348395,200.0,False,False,False,True
SAML_000039,2024-01-01 19:30:00,4419.238,USD,SAML_ACC_0475,SAML_ACC_0422,BANK_C,BANK_B,TRANSFER,CA,DE,False,TRADE_BASED,0.2500268816947937,True,saml_d,,,,,,,,,,,19,0,False,False,8.393949,4400.0,False,False,False,True
SAML_000040,2024-01-01 20:00:00,13055.087,EUR,SAML_ACC_0415,SAML_ACC_0388,BANK_C,BANK_B,TRANSFER,DE,US,False,WIRE_FRAUD,0.43346476554870605,False,saml_d,,,,,,,,,,,20,0,False,False,9.47701,13100.0,False,False,False,True
SAML_000041,2024-01-01 20:30:00,4199.5664,GBP,SAML_ACC_0103,SAML_ACC_0401,BANK_A,BANK_C,PAYMENT,DE,FR,False,TRADE_BASED,0.5196395516395569,False,saml_d,,,,,,,,,,,20,0,False,False,8.342975,4200.0,False,False,False,True
SAML_000042,2024-01-01 21:00:00,2365.4023,CAD,SAML_ACC_0111,SAML_ACC_0126,BANK_C,BANK_A,DEPOSIT,CA,CA,False,TRADE_BASED,0.26883411407470703,False,saml_d,,,,,,,,,,,21,0,False,False,7.769126,2400.0,False,False,False,False
SAML_000043,2024-01-01 21:30:00,1632.3772,GBP,SAML_ACC_0456,SAML_ACC_0437,BANK_B,BANK_B,PAYMENT,DE,DE,False,IDENTITY_THEFT,0.11339795589447021,False,saml_d,,,,,,,,,,,21,0,False,False,7.398405,1600.0,False,False,False,False
SAML_000044,2024-01-01 22:00:00,154.9273,EUR,SAML_ACC_0478,SAML_ACC_0213,BANK_A,BANK_A,DEPOSIT,NL,UK,False,STRUCTURING,0.20532236993312836,False,saml_d,,,,,,,,,,,22,0,False,False,5.04939,200.0,False,False,True,True
SAML_000045,2024-01-01 22:30:00,706.4918,USD,SAML_ACC_0314,SAML_ACC_0053,BANK_C,BANK_B,TRANSFER,UK,DE,False,PLACEMENT,0.4123680889606476,False,saml_d,,,,,,,,,,,22,0,False,False,6.561726,700.0,False,False,True,True
SAML_000046,2024-01-01 23:00:00,1186.4518,USD,SAML_ACC_0247,SAML_ACC_0112,BANK_A,BANK_B,DEPOSIT,DE,CA,False,PLACEMENT,0.12557606399059296,False,saml_d,,,,,,,,,,,23,0,False,False,7.079565,1200.0,False,False,True,True
SAML_000047,2024-01-01 23:30:00,24692.244,USD,SAML_ACC_0234,SAML_ACC_0159,BANK_A,BANK_C,TRANSFER,FR,US,False,PLACEMENT,0.07602698355913162,False,saml_d,,,,,,,,,,,23,0,False,False,10.1142845,24700.0,False,False,True,True
SAML_000048,2024-01-02 00:00:00,5926.7812,USD,SAML_ACC_0082,SAML_ACC_0240,BANK_B,BANK_A,PAYMENT,CA,UK,False,SMURFING,0.43792107701301575,True,saml_d,,,,,,,,,,,0,1,False,False,8.687406,5900.0,False,False,True,True
SAML_000049,2024-01-02 00:30:00,87.69981,EUR,SAML_ACC_0132,SAML_ACC_0150,BANK_A,BANK_C,DEPOSIT,NL,NL,False,SHELL_COMPANY,0.13610537350177765,False,saml_d,,,,,,,,,,,0,1,False,False,4.4852576,100.0,False,False,True,False
SAML_000050,2024-01-02 01:00:00,5699.695,USD,SAML_ACC_0495,SAML_ACC_0139,BANK_C,BANK_C,WITHDRAWAL,DE,UK,False,PLACEMENT,0.5668246150016785,True,saml_d,,,,,,,,,,,1,1,False,False,8.648343,5700.0,False,False,True,True
SAML_000051,2024-01-02 01:30:00,1379.9954,EUR,SAML_ACC_0235,SAML_ACC_0418,BANK_A,BANK_C,DEPOSIT,DE,US,False,PLACEMENT,0.11360558122396469,False,saml_d,,,,,,,,,,,1,1,False,False,7.23056,1400.0,False,False,True,True
SAML_000052,2024-01-02 02:00:00,769.81946,USD,SAML_ACC_0278,SAML_ACC_0113,BANK_A,BANK_C,TRANSFER,CA,UK,False,PHANTOM_TRANSACTIONS,0.3957584798336029,False,saml_d,,,,,,,,,,,2,1,False,False,6.6474543,800.0,False,False,True,True
SAML_000053,2024-01-02 02:30:00,10130.973,USD,SAML_ACC_0387,SAML_ACC_0143,BANK_B,BANK_C,WITHDRAWAL,US,CA,False,IDENTITY_THEFT,0.2546091675758362,False,saml_d,,,,,,,,,,,2,1,False,False,9.223452,10100.0,False,False,True,True
SAML_000054,2024-01-02 03:00:00,23435.309,USD,SAML_ACC_0335,SAML_ACC_0370,BANK_B,BANK_B,TRANSFER,NL,UK,False,PHANTOM_TRANSACTIONS,0.20308206975460052,True,saml_d,,,,,,,,,,,3,1,False,False,10.062041,23400.0,False,False,True,True
SAML_000055,2024-01-02 03:30:00,19197.979,USD,SAML_ACC_0099,SAML_ACC_0138,BANK_C,BANK_A,WITHDRAWAL,NL,FR,False,TRADE_BASED,0.3043076992034912,True,saml_d,,,,,,,,,,,3,1,False,False,9.862613,19200.0,False,False,True,True
SAML_000056,2024-01-02 04:00:00,556.4431,EUR,SAML_ACC_0431,SAML_ACC_0486,BANK_B,BANK_A,WITHDRAWAL,UK,DE,False,IDENTITY_THEFT,0.15732258558273315,True,saml_d,,,,,,,,,,,4,1,False,False,6.3233604,600.0,False,False,True,True
SAML_000057,2024-01-02 04:30:00,1606.1178,EUR,SAML_ACC_0038,SAML_ACC_0480,BANK_C,BANK_C,DEPOSIT,UK,CA,False,LAYERING,0.19404007494449615,True,saml_d,,,,,,,,,,,4,1,False,False,7.382198,1600.0,False,False,True,True
SAML_000058,2024-01-02 05:00:00,5782.127,CAD,SAML_ACC_0161,SAML_ACC_0437,BANK_C,BANK_A,DEPOSIT,DE,US,True,LAYERING,0.4992735683917999,True,saml_d,,,,,,,,,,,5,1,False,False,8.6627,5800.0,False,False,True,True
SAML_000059,2024-01-02 05:30:00,20975.078,USD,SAML_ACC_0462,SAML_ACC_0304,BANK_B,BANK_B,WITHDRAWAL,CA,CA,False,PHANTOM_TRANSACTIONS,0.23449960350990295,False,saml_d,,,,,,,,,,,5,1,False,False,9.951138,21000.0,False,False,True,False
SAML_000060,2024-01-02 06:00:00,1143.2742,USD,SAML_ACC_0432,SAML_ACC_0031,BANK_A,BANK_C,WITHDRAWAL,FR,FR,False,SHELL_COMPANY,0.11911831051111221,False,saml_d,,,,,,,,,,,6,1,False,False,7.042526,1100.0,False,False,False,False
SAML_000061,2024-01-02 06:30:00,2056.3381,USD,SAML_ACC_0449,SAML_ACC_0293,BANK_B,BANK_B,WITHDRAWAL,DE,UK,False,CRYPTOCURRENCY,0.09822823852300644,False,saml_d,,,,,,,,,,,6,1,False,False,7.629168,2100.0,False,False,False,True
SAML_000062,2024-01-02 07:00:00,326.14108,USD,SAML_ACC_0117,SAML_ACC_0108,BANK_A,BANK_B,TRANSFER,UK,UK,False,CASH_INTENSIVE,0.23447121679782867,False,saml_d,,,,,,,,,,,7,1,False,False,5.7903914,300.0,False,False,False,False
SAML_000063,2024-01-02 07:30:00,272.48587,GBP,SAML_ACC_0241,SAML_ACC_0284,BANK_A,BANK_C,DEPOSIT,DE,NL,False,LAYERING,0.027273645624518394,True,saml_d,,,,,,,,,,,7,1,False,False,5.61125,300.0,False,False,False,True
SAML_000064,2024-01-02 08:00:00,15139.336,EUR,SAML_ACC_0026,SAML_ACC_0159,BANK_C,BANK_B,TRANSFER,CA,CA,False,SHELL_COMPANY,0.3438245356082916,False,saml_d,,,,,,,,,,,8,1,False,False,9.625117,15100.0,False,False,False,False
SAML_000065,2024-01-02 08:30:00,44912.887,GBP,SAML_ACC_0136,SAML_ACC_0326,BANK_C,BANK_C,DEPOSIT,NL,UK,False,SMURFING,0.5753046870231628,False,saml_d,,,,,,,,,,,8,1,False,False,10.7125025,44900.0,False,False,False,True
SAML_000066,2024-01-02 09:00:00,2581.1228,USD,SAML_ACC_0050,SAML_ACC_0014,BANK_B,BANK_B,PAYMENT,NL,UK,False,IDENTITY_THEFT,0.3120027482509613,True,saml_d,,,,,,,,,,,9,1,False,True,7.856367,2600.0,False,False,False,True
SAML_000067,2024-01-02 09:30:00,22182.652,GBP,SAML_ACC_0464,SAML_ACC_0122,BANK_A,BANK_A,TRANSFER,NL,FR,True,WIRE_FRAUD,0.7482121586799622,True,saml_d,,,,,,,,,,,9,1,False,True,10.007111,22200.0,False,False,False,True
SAML_000068,2024-01-02 10:00:00,6144.2505,USD,SAML_ACC_0294,SAML_ACC_0215,BANK_B,BANK_A,DEPOSIT,NL,US,False,PHANTOM_TRANSACTIONS,0.1786506474018097,False,saml_d,,,,,,,,,,,10,1,False,True,8.723434,6100.0,False,False,False,True
SAML_000069,2024-01-02 10:30:00,820.37415,GBP,SAML_ACC_0394,SAML_ACC_0272,BANK_C,BANK_A,WITHDRAWAL,FR,NL,False,STRUCTURING,0.05867572873830795,False,saml_d,,,,,,,,,,,10,1,False,True,6.7109785,800.0,False,False,False,True
SAML_000070,2024-01-02 11:00:00,6141.297,USD,SAML_ACC_0298,SAML_ACC_0025,BANK_A,BANK_C,WITHDRAWAL,US,NL,False,PHANTOM_TRANSACTIONS,0.2944195866584778,False,saml_d,,,,,,,,,,,11,1,False,True,8.722954,6100.0,False,False,False,True
SAML_000071,2024-01-02 11:30:00,64606.684,USD,SAML_ACC_0293,SAML_ACC_0423,BANK_B,BANK_B,DEPOSIT,FR,NL,False,WIRE_FRAUD,0.13942313194274902,False,saml_d,,,,,,,,,,,11,1,False,True,11.076089,64600.0,False,False,False,True
SAML_000072,2024-01-02 12:00:00,2774.8389,USD,SAML_ACC_0154,SAML_ACC_0322,BANK_B,BANK_B,WITHDRAWAL,DE,DE,False,STRUCTURING,0.22332940995693207,True,saml_d,,,,,,,,,,,12,1,False,True,7.928708,2800.0,False,False,False,False
SAML_000073,2024-01-02 12:30:00,68137.8,CAD,SAML_ACC_0220,SAML_ACC_0294,BANK_C,BANK_A,WITHDRAWAL,UK,CA,False,STRUCTURING,0.20668254792690277,False,saml_d,,,,,,,,,,,12,1,False,True,11.129302,68100.0,False,True,False,True
SAML_000074,2024-01-02 13:00:00,15.807899,USD,SAML_ACC_0140,SAML_ACC_0169,BANK_C,BANK_A,PAYMENT,CA,US,False,CRYPTOCURRENCY,0.29388412833213806,False,saml_d,,,,,,,,,,,13,1,False,True,2.8218489,0.0,False,False,False,True
SAML_000075,2024-01-02 13:30:00,15425.928,USD,SAML_ACC_0468,SAML_ACC_0103,BANK_C,BANK_C,PAYMENT,DE,DE,False,SHELL_COMPANY,0.3108619451522827,False,saml_d,,,,,,,,,,,13,1,False,True,9.643869,15400.0,False,False,False,False
SAML_000076,2024-01-02 14:00:00,3547.8396,GBP,SAML_ACC_0049,SAML_ACC_0354,BANK_C,BANK_C,PAYMENT,US,US,False,SHELL_COMPANY,0.38651910424232483,False,saml_d,,,,,,,,,,,14,1,False,True,8.174376,3500.0,False,False,False,False
SAML_000077,2024-01-02 14:30:00,1639.2356,USD,SAML_ACC_0142,SAML_ACC_0371,BANK_B,BANK_B,TRANSFER,CA,CA,False,STRUCTURING,0.16581489145755768,False,saml_d,,,,,,,,,,,14,1,False,True,7.402595,1600.0,False,False,False,False
SAML_000078,2024-01-02 15:00:00,3581.4448,USD,SAML_ACC_0046,SAML_ACC_0040,BANK_C,BANK_C,PAYMENT,CA,NL,False,CRYPTOCURRENCY,0.19169694185256958,False,saml_d,,,,,,,,,,,15,1,False,True,8.183801,3600.0,False,False,False,True
SAML_000079,2024-01-02 15:30:00,55.972595,USD,SAML_ACC_0163,SAML_ACC_0235,BANK_C,BANK_C,PAYMENT,CA,FR,False,CASH_INTENSIVE,0.30219271779060364,False,saml_d,,,,,,,,,,,15,1,False,True,4.0425706,100.0,False,False,False,True
SAML_000080,2024-01-02 16:00:00,1921.1058,USD,SAML_ACC_0285,SAML_ACC_0320,BANK_B,BANK_C,PAYMENT,DE,FR,False,WIRE_FRAUD,0.19144973158836365,False,saml_d,,,,,,,,,,,16,1,False,True,7.561177,1900.0,False,False,False,True
SAML_000081,2024-01-02 16:30:00,6088.9146,CAD,SAML_ACC_0268,SAML_ACC_0089,BANK_B,BANK_A,DEPOSIT,US,FR,False,STRUCTURING,0.15525491535663605,False,saml_d,,,,,,,,,,,16,1,False,True,8.71439,6100.0,False,False,False,True
SAML_000082,2024-01-02 17:00:00,57284.656,EUR,SAML_ACC_0116,SAML_ACC_0100,BANK_A,BANK_A,WITHDRAWAL,DE,US,False,TRADE_BASED,0.425111323595047,True,saml_d,,,,,,,,,,,17,1,False,True,10.955806,57300.0,False,False,False,True
SAML_000083,2024-01-02 17:30:00,1057.285,USD,SAML_ACC_0082,SAML_ACC_0144,BANK_B,BANK_B,DEPOSIT,CA,CA,False,STRUCTURING,0.5325372815132141,False,saml_d,,,,,,,,,,,17,1,False,True,6.964405,1100.0,False,False,False,False
SAML_000084,2024-01-02 18:00:00,591.7077,CAD,SAML_ACC_0044,SAML_ACC_0082,BANK_A,BANK_C,PAYMENT,CA,UK,False,PLACEMENT,0.09693972021341324,False,saml_d,,,,,,,,,,,18,1,False,False,6.3847013,600.0,False,False,False,True
SAML_000085,2024-01-02 18:30:00,1092.7863,USD,SAML_ACC_0194,SAML_ACC_0077,BANK_C,BANK_A,TRANSFER,UK,UK,False,SMURFING,0.06540417671203613,False,saml_d,,,,,,,,,,,18,1,False,False,6.9974008,1100.0,False,False,False,False
SAML_000086,2024-01-02 19:00:00,18597.906,USD,SAML_ACC_0258,SAML_ACC_0059,BANK_A,BANK_C,DEPOSIT,FR,FR,False,WIRE_FRAUD,0.22633524239063263,False,saml_d,,,,,,,,,,,19,1,False,False,9.830858,18600.0,False,False,False,False
SAML_000087,2024-01-02 19:30:00,5753.1465,USD,SAML_ACC_0443,SAML_ACC_0229,BANK_A,BANK_B,PAYMENT,DE,US,False,IDENTITY_THEFT,0.23107671737670898,True,saml_d,,,,,,,,,,,19,1,False,False,8.657676,5800.0,False,False,False,True
SAML_000088,2024-01-02 20:00:00,1033.2656,USD,SAML_ACC_0273,SAML_ACC_0091,BANK_C,BANK_C,TRANSFER,US,UK,False,INTEGRATION,0.360209196805954,False,saml_d,,,,,,,,,,,20,1,False,False,6.941447,1000.0,False,False,False,True
SAML_000089,2024-01-02 20:30:00,8320.977,USD,SAML_ACC_0394,SAML_ACC_0354,BANK_C,BANK_B,TRANSFER,CA,US,False,PLACEMENT,0.015961486846208572,False,saml_d,,,,,,,,,,,20,1,False,False,9.026655,8300.0,False,False,False,True
SAML_000090,2024-01-02 21:00:00,3619.7314,CAD,SAML_ACC_0274,SAML_ACC_0395,BANK_C,BANK_B,TRANSFER,DE,CA,False,LAYERING,0.10043764859437943,False,saml_d,,,,,,,,,,,21,1,False,False,8.194431,3600.0,False,False,False,True
SAML_000091,2024-01-02 21:30:00,20687.604,EUR,SAML_ACC_0278,SAML_ACC_0001,BANK_A,BANK_A,WITHDRAWAL,FR,FR,True,LAYERING,0.7494543194770813,True,saml_d,,,,,,,,,,,21,1,False,False,9.937338,20700.0,False,False,False,False
SAML_000092,2024-01-02 22:00:00,732.08295,USD,SAML_ACC_0083,SAML_ACC_0269,BANK_B,BANK_C,TRANSFER,DE,DE,False,CASH_INTENSIVE,0.28571048378944397,False,saml_d,,,,,,,,,,,22,1,False,False,6.597259,700.0,False,False,True,False
SAML_000093,2024-01-02 22:30:00,1547.9329,USD,SAML_ACC_0058,SAML_ACC_0286,BANK_B,BANK_A,PAYMENT,FR,FR,False,STRUCTURING,0.37727057933807373,False,saml_d,,,,,,,,,,,22,1,False,False,7.3453217,1500.0,False,False,True,False
SAML_000094,2024-01-02 23:00:00,1360.7396,EUR,SAML_ACC_0053,SAML_ACC_0197,BANK_B,BANK_C,DEPOSIT,DE,DE,False,INTEGRATION,0.08346749097108841,False,saml_d,,,,,,,,,,,23,1,False,False,7.2165184,1400.0,False,False,True,False
SAML_000095,2024-01-02 23:30:00,159.6478,CAD,SAML_ACC_0001,SAML_ACC_0274,BANK_C,BANK_C,DEPOSIT,UK,UK,False,STRUCTURING,0.15142539143562317,False,saml_d,,,,,,,,,,,23,1,False,False,5.0792146,200.0,False,False,True,False
